lon,lat,treatment_intensity,year,area_m2
34.2675,0.1075,0-3,2023,1792.0
34.2725,0.1075,0-3,2016,1888.0
34.2725,0.1075,0-3,2019,2352.0
34.2725,0.1075,0-3,2023,3040.0
34.2825,0.1075,0-3,2016,16096.0
34.2825,0.1075,0-3,2019,17280.0
34.2825,0.1075,0-3,2023,20000.0
34.2925,0.1075,0-3,2016,848.0
34.2925,0.1075,0-3,2019,1536.0
34.2925,0.1075,0-3,2023,1872.0
34.2975,0.1075,0-3,2016,464.0
34.2975,0.1075,0-3,2019,560.0
34.2975,0.1075,0-3,2023,864.0
34.3025,0.1075,10-12,2016,1408.0
34.3025,0.1075,10-12,2019,2080.0
34.3025,0.1075,10-12,2023,2640.0
34.3075,0.1075,10-12,2016,2016.0
34.3075,0.1075,10-12,2019,2912.0
34.3075,0.1075,10-12,2023,3536.0
34.3125,0.1075,0-3,2016,1456.0
34.3125,0.1075,0-3,2019,2016.0
34.3125,0.1075,0-3,2023,2752.0
34.3175,0.1075,4-6,2016,1312.0
34.3175,0.1075,4-6,2019,2016.0
34.3175,0.1075,4-6,2023,2336.0
34.3225,0.1075,0-3,2016,2256.0
34.3225,0.1075,0-3,2019,3408.0
34.3225,0.1075,0-3,2023,3456.0
34.3325,0.1075,0-3,2016,1008.0
34.3325,0.1075,0-3,2019,1408.0
34.3325,0.1075,0-3,2023,1648.0
34.3375,0.1075,0-3,2016,1552.0
34.3375,0.1075,0-3,2019,1696.0
34.3375,0.1075,0-3,2023,1968.0
34.3425,0.1075,0-3,2016,1136.0
34.3425,0.1075,0-3,2019,1408.0
34.3425,0.1075,0-3,2023,2304.0
34.3475,0.1075,0-3,2016,1472.0
34.3475,0.1075,0-3,2019,1952.0
34.3475,0.1075,0-3,2023,2064.0
34.3525,0.1075,0-3,2016,768.0
34.3525,0.1075,0-3,2019,880.0
34.3525,0.1075,0-3,2023,1264.0
34.3575,0.1075,0-3,2016,336.0
34.3575,0.1075,0-3,2019,528.0
34.3575,0.1075,0-3,2023,912.0
34.3625,0.1075,0-3,2016,272.0
34.3625,0.1075,0-3,2019,288.0
34.3625,0.1075,0-3,2023,400.0
34.0775,0.1125,0-3,2016,1712.0
34.0775,0.1125,0-3,2019,2032.0
34.0775,0.1125,0-3,2023,2432.0
34.0825,0.1125,13-,2016,2592.0
34.0825,0.1125,13-,2019,2944.0
34.0825,0.1125,13-,2023,2672.0
34.0875,0.1125,13-,2016,3184.0
34.0875,0.1125,13-,2019,3904.0
34.0875,0.1125,13-,2023,4448.0
34.0925,0.1125,13-,2016,5104.0
34.0925,0.1125,13-,2019,6880.0
34.0925,0.1125,13-,2023,6880.0
34.0975,0.1125,4-6,2016,3536.0
34.0975,0.1125,4-6,2019,3840.0
34.0975,0.1125,4-6,2023,4448.0
34.1025,0.1125,7-9,2016,10320.0
34.1025,0.1125,7-9,2019,11008.0
34.1025,0.1125,7-9,2023,11392.0
34.1075,0.1125,7-9,2016,4960.0
34.1075,0.1125,7-9,2019,7168.0
34.1075,0.1125,7-9,2023,8816.0
34.1125,0.1125,4-6,2016,2240.0
34.1125,0.1125,4-6,2019,3072.0
34.1125,0.1125,4-6,2023,3600.0
34.1175,0.1125,13-,2016,3296.0
34.1175,0.1125,13-,2019,4608.0
34.1175,0.1125,13-,2023,5296.0
34.1225,0.1125,10-12,2016,4000.0
34.1225,0.1125,10-12,2019,5616.0
34.1225,0.1125,10-12,2023,6672.0
34.1375,0.1125,7-9,2016,12592.0
34.1375,0.1125,7-9,2019,16416.0
34.1375,0.1125,7-9,2023,19104.0
34.1425,0.1125,0-3,2016,4832.0
34.1425,0.1125,0-3,2019,6240.0
34.1425,0.1125,0-3,2023,7280.0
34.1475,0.1125,0-3,2016,1696.0
34.1475,0.1125,0-3,2019,2672.0
34.1475,0.1125,0-3,2023,3568.0
34.1575,0.1125,0-3,2016,2192.0
34.1575,0.1125,0-3,2019,2928.0
34.1575,0.1125,0-3,2023,4096.0
34.1625,0.1125,0-3,2016,1792.0
34.1625,0.1125,0-3,2019,2464.0
34.1625,0.1125,0-3,2023,3120.0
34.1675,0.1125,0-3,2016,1600.0
34.1675,0.1125,0-3,2019,1616.0
34.1675,0.1125,0-3,2023,2064.0
34.1725,0.1125,0-3,2016,2240.0
34.1725,0.1125,0-3,2019,2816.0
34.1725,0.1125,0-3,2023,3952.0
34.1825,0.1125,7-9,2016,1808.0
34.1825,0.1125,7-9,2019,2272.0
34.1825,0.1125,7-9,2023,2864.0
34.1875,0.1125,0-3,2016,3184.0
34.1875,0.1125,0-3,2019,3728.0
34.1875,0.1125,0-3,2023,4592.0
34.1925,0.1125,7-9,2016,2352.0
34.1925,0.1125,7-9,2019,3152.0
34.1925,0.1125,7-9,2023,3728.0
34.1975,0.1125,4-6,2016,1280.0
34.1975,0.1125,4-6,2019,1680.0
34.1975,0.1125,4-6,2023,1984.0
34.2025,0.1125,0-3,2016,1312.0
34.2025,0.1125,0-3,2019,1728.0
34.2025,0.1125,0-3,2023,2224.0
34.2075,0.1125,13-,2016,1616.0
34.2075,0.1125,13-,2019,2048.0
34.2075,0.1125,13-,2023,2560.0
34.2125,0.1125,4-6,2016,2928.0
34.2125,0.1125,4-6,2019,3968.0
34.2125,0.1125,4-6,2023,4400.0
34.2225,0.1125,0-3,2016,2400.0
34.2225,0.1125,0-3,2019,2752.0
34.2225,0.1125,0-3,2023,4128.0
34.2275,0.1125,4-6,2016,2336.0
34.2275,0.1125,4-6,2019,2928.0
34.2275,0.1125,4-6,2023,3296.0
34.2325,0.1125,13-,2016,2736.0
34.2325,0.1125,13-,2019,3584.0
34.2325,0.1125,13-,2023,3904.0
34.2375,0.1125,0-3,2016,2784.0
34.2375,0.1125,0-3,2019,3728.0
34.2375,0.1125,0-3,2023,4208.0
34.2525,0.1125,4-6,2016,2384.0
34.2525,0.1125,4-6,2019,2752.0
34.2525,0.1125,4-6,2023,3440.0
34.2575,0.1125,10-12,2016,2272.0
34.2575,0.1125,10-12,2019,2944.0
34.2575,0.1125,10-12,2023,3904.0
34.2625,0.1125,0-3,2016,1936.0
34.2625,0.1125,0-3,2019,2512.0
34.2625,0.1125,0-3,2023,3056.0
34.2675,0.1125,0-3,2016,4592.0
34.2675,0.1125,0-3,2019,4800.0
34.2675,0.1125,0-3,2023,5168.0
34.2725,0.1125,0-3,2016,2160.0
34.2725,0.1125,0-3,2019,3280.0
34.2725,0.1125,0-3,2023,4192.0
34.2975,0.1125,0-3,2016,2016.0
34.2975,0.1125,0-3,2019,3232.0
34.2975,0.1125,0-3,2023,4352.0
34.3025,0.1125,7-9,2016,1584.0
34.3025,0.1125,7-9,2019,1968.0
34.3025,0.1125,7-9,2023,2240.0
34.3075,0.1125,0-3,2016,1088.0
34.3075,0.1125,0-3,2019,1424.0
34.3075,0.1125,0-3,2023,1360.0
34.3125,0.1125,0-3,2016,912.0
34.3125,0.1125,0-3,2019,992.0
34.3125,0.1125,0-3,2023,992.0
34.3325,0.1125,0-3,2016,3792.0
34.3325,0.1125,0-3,2019,4928.0
34.3325,0.1125,0-3,2023,6000.0
34.3375,0.1125,0-3,2016,2960.0
34.3375,0.1125,0-3,2019,3600.0
34.3375,0.1125,0-3,2023,4368.0
34.3425,0.1125,0-3,2016,672.0
34.3425,0.1125,0-3,2019,1008.0
34.3425,0.1125,0-3,2023,1200.0
34.3475,0.1125,0-3,2016,1552.0
34.3475,0.1125,0-3,2019,2208.0
34.3475,0.1125,0-3,2023,3104.0
34.3525,0.1125,0-3,2016,2592.0
34.3525,0.1125,0-3,2019,2912.0
34.3525,0.1125,0-3,2023,3632.0
34.3575,0.1125,0-3,2016,688.0
34.3575,0.1125,0-3,2019,880.0
34.3575,0.1125,0-3,2023,736.0
34.0775,0.1175,4-6,2016,512.0
34.0775,0.1175,4-6,2019,976.0
34.0775,0.1175,4-6,2023,784.0
34.0825,0.1175,0-3,2016,1440.0
34.0825,0.1175,0-3,2019,1872.0
34.0825,0.1175,0-3,2023,2160.0
34.0875,0.1175,7-9,2016,2960.0
34.0875,0.1175,7-9,2019,3664.0
34.0875,0.1175,7-9,2023,4480.0
34.0925,0.1175,4-6,2016,4496.0
34.0925,0.1175,4-6,2019,4384.0
34.0925,0.1175,4-6,2023,5456.0
34.0975,0.1175,13-,2016,4208.0
34.0975,0.1175,13-,2019,5520.0
34.0975,0.1175,13-,2023,4976.0
34.1025,0.1175,0-3,2016,1664.0
34.1025,0.1175,0-3,2019,1808.0
34.1025,0.1175,0-3,2023,2016.0
34.1125,0.1175,4-6,2016,784.0
34.1125,0.1175,4-6,2019,1296.0
34.1125,0.1175,4-6,2023,1152.0
34.1175,0.1175,0-3,2016,1360.0
34.1175,0.1175,0-3,2019,1808.0
34.1175,0.1175,0-3,2023,1664.0
34.1325,0.1175,4-6,2016,1552.0
34.1325,0.1175,4-6,2019,2400.0
34.1325,0.1175,4-6,2023,2432.0
34.1375,0.1175,13-,2016,2560.0
34.1375,0.1175,13-,2019,2976.0
34.1375,0.1175,13-,2023,4096.0
34.1425,0.1175,7-9,2016,1360.0
34.1425,0.1175,7-9,2019,1920.0
34.1425,0.1175,7-9,2023,2464.0
34.1475,0.1175,0-3,2016,5872.0
34.1475,0.1175,0-3,2019,7200.0
34.1475,0.1175,0-3,2023,8192.0
34.1525,0.1175,0-3,2016,4960.0
34.1525,0.1175,0-3,2019,5968.0
34.1525,0.1175,0-3,2023,9184.0
34.1575,0.1175,13-,2016,2464.0
34.1575,0.1175,13-,2019,2800.0
34.1575,0.1175,13-,2023,3312.0
34.1625,0.1175,4-6,2016,2464.0
34.1625,0.1175,4-6,2019,3152.0
34.1625,0.1175,4-6,2023,3648.0
34.1725,0.1175,4-6,2016,864.0
34.1725,0.1175,4-6,2019,1264.0
34.1725,0.1175,4-6,2023,1472.0
34.1775,0.1175,0-3,2016,2608.0
34.1775,0.1175,0-3,2019,2672.0
34.1775,0.1175,0-3,2023,3664.0
34.1875,0.1175,0-3,2016,992.0
34.1875,0.1175,0-3,2019,1280.0
34.1875,0.1175,0-3,2023,1920.0
34.1925,0.1175,0-3,2016,2384.0
34.1925,0.1175,0-3,2019,4048.0
34.1925,0.1175,0-3,2023,4960.0
34.1975,0.1175,13-,2016,2528.0
34.1975,0.1175,13-,2019,3488.0
34.1975,0.1175,13-,2023,4496.0
34.2025,0.1175,0-3,2016,1168.0
34.2025,0.1175,0-3,2019,1424.0
34.2025,0.1175,0-3,2023,1488.0
34.2075,0.1175,0-3,2016,768.0
34.2075,0.1175,0-3,2019,1504.0
34.2075,0.1175,0-3,2023,1616.0
34.2225,0.1175,0-3,2016,1120.0
34.2225,0.1175,0-3,2019,1760.0
34.2225,0.1175,0-3,2023,2080.0
34.2275,0.1175,0-3,2016,1968.0
34.2275,0.1175,0-3,2019,2128.0
34.2275,0.1175,0-3,2023,3680.0
34.2325,0.1175,13-,2016,3568.0
34.2325,0.1175,13-,2019,3920.0
34.2325,0.1175,13-,2023,5024.0
34.2375,0.1175,0-3,2016,2528.0
34.2375,0.1175,0-3,2019,5152.0
34.2375,0.1175,0-3,2023,6560.0
34.2425,0.1175,0-3,2016,2208.0
34.2425,0.1175,0-3,2019,2752.0
34.2425,0.1175,0-3,2023,3248.0
34.2525,0.1175,0-3,2016,992.0
34.2525,0.1175,0-3,2019,1344.0
34.2525,0.1175,0-3,2023,1600.0
34.2575,0.1175,0-3,2016,2976.0
34.2575,0.1175,0-3,2019,2880.0
34.2575,0.1175,0-3,2023,3392.0
34.2625,0.1175,0-3,2016,1952.0
34.2625,0.1175,0-3,2019,2192.0
34.2625,0.1175,0-3,2023,2672.0
34.2675,0.1175,0-3,2016,3648.0
34.2675,0.1175,0-3,2019,4160.0
34.2675,0.1175,0-3,2023,5232.0
34.2725,0.1175,0-3,2016,2880.0
34.2725,0.1175,0-3,2019,2768.0
34.2725,0.1175,0-3,2023,3488.0
34.2975,0.1175,0-3,2016,816.0
34.2975,0.1175,0-3,2019,1120.0
34.2975,0.1175,0-3,2023,2032.0
34.3325,0.1175,0-3,2016,5664.0
34.3325,0.1175,0-3,2019,7504.0
34.3325,0.1175,0-3,2023,7952.0
34.3375,0.1175,0-3,2016,1728.0
34.3375,0.1175,0-3,2019,2704.0
34.3375,0.1175,0-3,2023,3120.0
34.3425,0.1175,0-3,2016,2784.0
34.3425,0.1175,0-3,2019,2992.0
34.3425,0.1175,0-3,2023,4208.0
34.3475,0.1175,0-3,2016,2128.0
34.3475,0.1175,0-3,2019,2496.0
34.3475,0.1175,0-3,2023,2848.0
34.3525,0.1175,0-3,2016,2400.0
34.3525,0.1175,0-3,2019,2880.0
34.3525,0.1175,0-3,2023,4160.0
34.3575,0.1175,0-3,2016,1568.0
34.3575,0.1175,0-3,2019,2304.0
34.3575,0.1175,0-3,2023,2544.0
34.0875,0.1225,0-3,2016,608.0
34.0875,0.1225,0-3,2019,960.0
34.0875,0.1225,0-3,2023,928.0
34.0925,0.1225,7-9,2016,4144.0
34.0925,0.1225,7-9,2019,5328.0
34.0925,0.1225,7-9,2023,5840.0
34.0975,0.1225,7-9,2016,2752.0
34.0975,0.1225,7-9,2019,3472.0
34.0975,0.1225,7-9,2023,3920.0
34.1025,0.1225,0-3,2016,944.0
34.1025,0.1225,0-3,2019,1040.0
34.1025,0.1225,0-3,2023,1264.0
34.1075,0.1225,0-3,2016,2000.0
34.1075,0.1225,0-3,2019,2928.0
34.1075,0.1225,0-3,2023,3216.0
34.1125,0.1225,0-3,2016,464.0
34.1125,0.1225,0-3,2019,416.0
34.1125,0.1225,0-3,2023,560.0
34.1175,0.1225,0-3,2016,928.0
34.1175,0.1225,0-3,2019,1200.0
34.1175,0.1225,0-3,2023,1536.0
34.1325,0.1225,0-3,2016,848.0
34.1325,0.1225,0-3,2019,1424.0
34.1325,0.1225,0-3,2023,1888.0
34.1375,0.1225,4-6,2016,784.0
34.1375,0.1225,4-6,2019,1264.0
34.1375,0.1225,4-6,2023,1568.0
34.1475,0.1225,4-6,2016,1488.0
34.1475,0.1225,4-6,2019,2224.0
34.1475,0.1225,4-6,2023,2560.0
34.1525,0.1225,0-3,2016,1040.0
34.1525,0.1225,0-3,2019,1248.0
34.1525,0.1225,0-3,2023,1744.0
34.1575,0.1225,10-12,2016,6992.0
34.1575,0.1225,10-12,2019,8912.0
34.1575,0.1225,10-12,2023,10896.0
34.1625,0.1225,0-3,2016,5456.0
34.1625,0.1225,0-3,2019,7792.0
34.1625,0.1225,0-3,2023,10992.0
34.1825,0.1225,0-3,2016,1376.0
34.1825,0.1225,0-3,2019,1760.0
34.1825,0.1225,0-3,2023,1824.0
34.1875,0.1225,0-3,2016,1632.0
34.1875,0.1225,0-3,2019,2544.0
34.1875,0.1225,0-3,2023,3056.0
34.1925,0.1225,0-3,2016,1520.0
34.1925,0.1225,0-3,2019,2544.0
34.1925,0.1225,0-3,2023,3152.0
34.1975,0.1225,10-12,2016,3168.0
34.1975,0.1225,10-12,2019,3872.0
34.1975,0.1225,10-12,2023,5552.0
34.2275,0.1225,4-6,2016,4416.0
34.2275,0.1225,4-6,2019,4640.0
34.2275,0.1225,4-6,2023,6224.0
34.2325,0.1225,4-6,2016,1440.0
34.2325,0.1225,4-6,2019,2000.0
34.2325,0.1225,4-6,2023,2272.0
34.2375,0.1225,0-3,2016,2112.0
34.2375,0.1225,0-3,2019,2784.0
34.2375,0.1225,0-3,2023,4032.0
34.2425,0.1225,0-3,2016,2048.0
34.2425,0.1225,0-3,2019,2352.0
34.2425,0.1225,0-3,2023,2864.0
34.2575,0.1225,0-3,2016,1296.0
34.2575,0.1225,0-3,2019,1920.0
34.2575,0.1225,0-3,2023,2416.0
34.2625,0.1225,0-3,2016,1776.0
34.2625,0.1225,0-3,2019,2560.0
34.2625,0.1225,0-3,2023,3952.0
34.2825,0.1225,7-9,2016,1600.0
34.2825,0.1225,7-9,2019,1904.0
34.2825,0.1225,7-9,2023,2688.0
34.2875,0.1225,0-3,2016,1600.0
34.2875,0.1225,0-3,2019,2224.0
34.2875,0.1225,0-3,2023,2528.0
34.3075,0.1225,0-3,2016,4000.0
34.3075,0.1225,0-3,2019,4848.0
34.3075,0.1225,0-3,2023,5312.0
34.3125,0.1225,0-3,2016,3328.0
34.3125,0.1225,0-3,2019,4672.0
34.3125,0.1225,0-3,2023,6752.0
34.3325,0.1225,0-3,2016,2816.0
34.3325,0.1225,0-3,2019,4320.0
34.3325,0.1225,0-3,2023,4816.0
34.3375,0.1225,0-3,2016,4224.0
34.3375,0.1225,0-3,2019,5440.0
34.3375,0.1225,0-3,2023,5568.0
34.3425,0.1225,4-6,2016,1104.0
34.3425,0.1225,4-6,2019,1584.0
34.3425,0.1225,4-6,2023,1920.0
34.3475,0.1225,10-12,2016,1312.0
34.3475,0.1225,10-12,2019,1328.0
34.3475,0.1225,10-12,2023,1296.0
34.3525,0.1225,0-3,2016,1776.0
34.3525,0.1225,0-3,2019,1984.0
34.3525,0.1225,0-3,2023,2096.0
34.3575,0.1225,0-3,2016,1776.0
34.3575,0.1225,0-3,2019,2000.0
34.3575,0.1225,0-3,2023,3376.0
34.0925,0.1275,0-3,2016,10784.0
34.0925,0.1275,0-3,2019,14080.0
34.0925,0.1275,0-3,2023,15856.0
34.0975,0.1275,0-3,2016,3424.0
34.0975,0.1275,0-3,2019,3920.0
34.0975,0.1275,0-3,2023,4880.0
34.1025,0.1275,0-3,2016,1008.0
34.1025,0.1275,0-3,2019,1200.0
34.1025,0.1275,0-3,2023,1472.0
34.1125,0.1275,13-,2016,2992.0
34.1125,0.1275,13-,2019,3776.0
34.1125,0.1275,13-,2023,4240.0
34.1175,0.1275,13-,2016,1808.0
34.1175,0.1275,13-,2019,1696.0
34.1175,0.1275,13-,2023,2048.0
34.1375,0.1275,4-6,2016,896.0
34.1375,0.1275,4-6,2019,976.0
34.1375,0.1275,4-6,2023,1424.0
34.1425,0.1275,13-,2016,2256.0
34.1425,0.1275,13-,2019,3056.0
34.1425,0.1275,13-,2023,3888.0
34.1475,0.1275,0-3,2016,672.0
34.1475,0.1275,0-3,2019,1088.0
34.1475,0.1275,0-3,2023,2016.0
34.1525,0.1275,0-3,2016,864.0
34.1525,0.1275,0-3,2019,1440.0
34.1525,0.1275,0-3,2023,2896.0
34.1575,0.1275,0-3,2016,1728.0
34.1575,0.1275,0-3,2019,2512.0
34.1575,0.1275,0-3,2023,3616.0
34.1925,0.1275,4-6,2016,384.0
34.1925,0.1275,4-6,2019,640.0
34.1925,0.1275,4-6,2023,592.0
34.1975,0.1275,4-6,2016,800.0
34.1975,0.1275,4-6,2019,1152.0
34.1975,0.1275,4-6,2023,1536.0
34.2025,0.1275,0-3,2016,2336.0
34.2025,0.1275,0-3,2019,3360.0
34.2025,0.1275,0-3,2023,4000.0
34.2225,0.1275,0-3,2016,2576.0
34.2225,0.1275,0-3,2019,2768.0
34.2225,0.1275,0-3,2023,3920.0
34.2275,0.1275,10-12,2016,2560.0
34.2275,0.1275,10-12,2019,2608.0
34.2275,0.1275,10-12,2023,5056.0
34.2325,0.1275,4-6,2016,2160.0
34.2325,0.1275,4-6,2019,2928.0
34.2325,0.1275,4-6,2023,3296.0
34.2375,0.1275,0-3,2016,1344.0
34.2375,0.1275,0-3,2019,1344.0
34.2375,0.1275,0-3,2023,2016.0
34.2425,0.1275,0-3,2016,1584.0
34.2425,0.1275,0-3,2019,1680.0
34.2425,0.1275,0-3,2023,2352.0
34.2525,0.1275,0-3,2016,1648.0
34.2525,0.1275,0-3,2019,1664.0
34.2525,0.1275,0-3,2023,2000.0
34.2575,0.1275,0-3,2016,816.0
34.2575,0.1275,0-3,2019,1200.0
34.2575,0.1275,0-3,2023,2064.0
34.2625,0.1275,4-6,2016,1248.0
34.2625,0.1275,4-6,2019,1856.0
34.2625,0.1275,4-6,2023,2544.0
34.2675,0.1275,0-3,2016,2768.0
34.2675,0.1275,0-3,2019,2928.0
34.2675,0.1275,0-3,2023,3408.0
34.2825,0.1275,10-12,2016,3072.0
34.2825,0.1275,10-12,2019,3904.0
34.2825,0.1275,10-12,2023,4880.0
34.2875,0.1275,10-12,2016,1472.0
34.2875,0.1275,10-12,2019,1792.0
34.2875,0.1275,10-12,2023,2784.0
34.3025,0.1275,7-9,2016,1824.0
34.3025,0.1275,7-9,2019,2336.0
34.3025,0.1275,7-9,2023,2608.0
34.3075,0.1275,7-9,2016,4176.0
34.3075,0.1275,7-9,2019,4896.0
34.3075,0.1275,7-9,2023,6176.0
34.3125,0.1275,4-6,2016,3424.0
34.3125,0.1275,4-6,2019,4048.0
34.3125,0.1275,4-6,2023,4368.0
34.3325,0.1275,0-3,2016,3872.0
34.3325,0.1275,0-3,2019,4800.0
34.3325,0.1275,0-3,2023,5616.0
34.3475,0.1275,10-12,2016,2688.0
34.3475,0.1275,10-12,2019,3328.0
34.3475,0.1275,10-12,2023,3808.0
34.3525,0.1275,7-9,2016,1600.0
34.3525,0.1275,7-9,2019,2016.0
34.3525,0.1275,7-9,2023,1680.0
34.3575,0.1275,0-3,2016,640.0
34.3575,0.1275,0-3,2019,1264.0
34.3575,0.1275,0-3,2023,1488.0
34.0975,0.1325,0-3,2016,3024.0
34.0975,0.1325,0-3,2019,4096.0
34.0975,0.1325,0-3,2023,4192.0
34.1125,0.1325,10-12,2016,1120.0
34.1125,0.1325,10-12,2019,1376.0
34.1125,0.1325,10-12,2023,1152.0
34.1175,0.1325,13-,2016,1904.0
34.1175,0.1325,13-,2019,2944.0
34.1175,0.1325,13-,2023,3808.0
34.1325,0.1325,0-3,2016,432.0
34.1325,0.1325,0-3,2019,336.0
34.1325,0.1325,0-3,2023,576.0
34.1375,0.1325,0-3,2016,320.0
34.1375,0.1325,0-3,2019,416.0
34.1375,0.1325,0-3,2023,304.0
34.1425,0.1325,13-,2016,4528.0
34.1425,0.1325,13-,2019,5600.0
34.1425,0.1325,13-,2023,6112.0
34.1475,0.1325,0-3,2016,1840.0
34.1475,0.1325,0-3,2019,2448.0
34.1475,0.1325,0-3,2023,2704.0
34.1525,0.1325,0-3,2016,1408.0
34.1525,0.1325,0-3,2019,2112.0
34.1525,0.1325,0-3,2023,2544.0
34.1575,0.1325,0-3,2016,1376.0
34.1575,0.1325,0-3,2019,2288.0
34.1575,0.1325,0-3,2023,2624.0
34.1825,0.1325,0-3,2016,1984.0
34.1825,0.1325,0-3,2019,2784.0
34.1825,0.1325,0-3,2023,3920.0
34.1925,0.1325,0-3,2016,1904.0
34.1925,0.1325,0-3,2019,2240.0
34.1925,0.1325,0-3,2023,2544.0
34.1975,0.1325,7-9,2016,2816.0
34.1975,0.1325,7-9,2019,3760.0
34.1975,0.1325,7-9,2023,4320.0
34.2025,0.1325,7-9,2016,1792.0
34.2025,0.1325,7-9,2019,2384.0
34.2025,0.1325,7-9,2023,2992.0
34.2175,0.1325,7-9,2016,1808.0
34.2175,0.1325,7-9,2019,2256.0
34.2175,0.1325,7-9,2023,2528.0
34.2225,0.1325,0-3,2016,1472.0
34.2225,0.1325,0-3,2019,2448.0
34.2225,0.1325,0-3,2023,2336.0
34.2275,0.1325,10-12,2016,2816.0
34.2275,0.1325,10-12,2019,4560.0
34.2275,0.1325,10-12,2023,4912.0
34.2325,0.1325,4-6,2016,1680.0
34.2325,0.1325,4-6,2019,1936.0
34.2325,0.1325,4-6,2023,2432.0
34.2375,0.1325,0-3,2016,1280.0
34.2375,0.1325,0-3,2019,1376.0
34.2375,0.1325,0-3,2023,1424.0
34.2475,0.1325,0-3,2016,2288.0
34.2475,0.1325,0-3,2019,3584.0
34.2475,0.1325,0-3,2023,4608.0
34.2525,0.1325,0-3,2016,1216.0
34.2525,0.1325,0-3,2019,1392.0
34.2525,0.1325,0-3,2023,1744.0
34.2575,0.1325,7-9,2016,3424.0
34.2575,0.1325,7-9,2019,4240.0
34.2575,0.1325,7-9,2023,4656.0
34.2625,0.1325,13-,2016,1312.0
34.2625,0.1325,13-,2019,1808.0
34.2625,0.1325,13-,2023,2016.0
34.2675,0.1325,4-6,2016,2544.0
34.2675,0.1325,4-6,2019,3280.0
34.2675,0.1325,4-6,2023,4880.0
34.2725,0.1325,0-3,2016,4016.0
34.2725,0.1325,0-3,2019,4768.0
34.2725,0.1325,0-3,2023,5120.0
34.2775,0.1325,0-3,2016,1408.0
34.2775,0.1325,0-3,2019,1728.0
34.2775,0.1325,0-3,2023,2128.0
34.2825,0.1325,7-9,2016,2400.0
34.2825,0.1325,7-9,2019,2560.0
34.2825,0.1325,7-9,2023,3184.0
34.2875,0.1325,4-6,2016,752.0
34.2875,0.1325,4-6,2019,896.0
34.2875,0.1325,4-6,2023,960.0
34.3025,0.1325,0-3,2016,2224.0
34.3025,0.1325,0-3,2019,3088.0
34.3025,0.1325,0-3,2023,3584.0
34.3075,0.1325,0-3,2016,2624.0
34.3075,0.1325,0-3,2019,3296.0
34.3075,0.1325,0-3,2023,3952.0
34.3125,0.1325,0-3,2016,2928.0
34.3125,0.1325,0-3,2019,4128.0
34.3125,0.1325,0-3,2023,4800.0
34.3275,0.1325,0-3,2016,2240.0
34.3275,0.1325,0-3,2019,2944.0
34.3275,0.1325,0-3,2023,3312.0
34.3325,0.1325,0-3,2016,4512.0
34.3325,0.1325,0-3,2019,6128.0
34.3325,0.1325,0-3,2023,6912.0
34.3475,0.1325,7-9,2016,2992.0
34.3475,0.1325,7-9,2019,3344.0
34.3475,0.1325,7-9,2023,3680.0
34.3525,0.1325,0-3,2016,1280.0
34.3525,0.1325,0-3,2019,1808.0
34.3525,0.1325,0-3,2023,2704.0
34.1125,0.1375,0-3,2016,368.0
34.1125,0.1375,0-3,2019,560.0
34.1125,0.1375,0-3,2023,592.0
34.1175,0.1375,10-12,2016,2224.0
34.1175,0.1375,10-12,2019,2624.0
34.1175,0.1375,10-12,2023,3184.0
34.1225,0.1375,0-3,2016,2112.0
34.1225,0.1375,0-3,2019,2560.0
34.1225,0.1375,0-3,2023,2512.0
34.1375,0.1375,0-3,2016,512.0
34.1375,0.1375,0-3,2019,544.0
34.1375,0.1375,0-3,2023,608.0
34.1425,0.1375,7-9,2016,2080.0
34.1425,0.1375,7-9,2019,2544.0
34.1425,0.1375,7-9,2023,2608.0
34.1475,0.1375,13-,2016,2576.0
34.1475,0.1375,13-,2019,3328.0
34.1475,0.1375,13-,2023,3488.0
34.1525,0.1375,10-12,2016,2384.0
34.1525,0.1375,10-12,2019,2976.0
34.1525,0.1375,10-12,2023,2944.0
34.1625,0.1375,0-3,2016,512.0
34.1625,0.1375,0-3,2019,848.0
34.1625,0.1375,0-3,2023,1216.0
34.1675,0.1375,0-3,2016,1440.0
34.1675,0.1375,0-3,2019,2256.0
34.1675,0.1375,0-3,2023,2880.0
34.1725,0.1375,4-6,2016,2000.0
34.1725,0.1375,4-6,2019,2128.0
34.1725,0.1375,4-6,2023,2272.0
34.1775,0.1375,0-3,2016,1200.0
34.1775,0.1375,0-3,2019,1744.0
34.1775,0.1375,0-3,2023,1968.0
34.1825,0.1375,0-3,2016,1664.0
34.1825,0.1375,0-3,2019,2368.0
34.1825,0.1375,0-3,2023,2704.0
34.1975,0.1375,4-6,2016,2624.0
34.1975,0.1375,4-6,2019,3264.0
34.1975,0.1375,4-6,2023,4208.0
34.2025,0.1375,13-,2016,2976.0
34.2025,0.1375,13-,2019,3680.0
34.2025,0.1375,13-,2023,4224.0
34.2075,0.1375,0-3,2016,1168.0
34.2075,0.1375,0-3,2019,1824.0
34.2075,0.1375,0-3,2023,2176.0
34.2175,0.1375,4-6,2016,1840.0
34.2175,0.1375,4-6,2019,1936.0
34.2175,0.1375,4-6,2023,2592.0
34.2225,0.1375,10-12,2016,1216.0
34.2225,0.1375,10-12,2019,1424.0
34.2225,0.1375,10-12,2023,1792.0
