lon,lat,treatment_intensity,year,area_m2
34.1425,0.1775,0-3,2019,1952.0
34.1425,0.1775,0-3,2023,3952.0
34.1475,0.1775,0-3,2016,2512.0
34.1475,0.1775,0-3,2019,4464.0
34.1475,0.1775,0-3,2023,7488.0
34.1525,0.1775,0-3,2016,944.0
34.1525,0.1775,0-3,2019,1168.0
34.1525,0.1775,0-3,2023,1680.0
34.1575,0.1775,4-6,2016,1488.0
34.1575,0.1775,4-6,2019,2032.0
34.1575,0.1775,4-6,2023,2976.0
34.1625,0.1775,0-3,2016,624.0
34.1625,0.1775,0-3,2019,768.0
34.1625,0.1775,0-3,2023,1296.0
34.1675,0.1775,4-6,2016,11744.0
34.1675,0.1775,4-6,2019,13296.0
34.1675,0.1775,4-6,2023,15792.0
34.1725,0.1775,0-3,2016,3504.0
34.1725,0.1775,0-3,2019,3808.0
34.1725,0.1775,0-3,2023,4752.0
34.1775,0.1775,0-3,2016,8048.0
34.1775,0.1775,0-3,2019,10016.0
34.1775,0.1775,0-3,2023,11296.0
34.1825,0.1775,0-3,2016,2432.0
34.1825,0.1775,0-3,2019,3760.0
34.1825,0.1775,0-3,2023,5120.0
34.1875,0.1775,4-6,2016,3504.0
34.1875,0.1775,4-6,2019,5040.0
34.1875,0.1775,4-6,2023,6672.0
34.1925,0.1775,10-12,2016,1552.0
34.1925,0.1775,10-12,2019,2304.0
34.1925,0.1775,10-12,2023,3024.0
34.1975,0.1775,0-3,2016,2384.0
34.1975,0.1775,0-3,2019,2880.0
34.1975,0.1775,0-3,2023,3552.0
34.2025,0.1775,0-3,2016,3856.0
34.2025,0.1775,0-3,2019,4400.0
34.2025,0.1775,0-3,2023,5424.0
34.2075,0.1775,0-3,2016,5040.0
34.2075,0.1775,0-3,2019,6480.0
34.2075,0.1775,0-3,2023,8480.0
34.2125,0.1775,4-6,2016,7312.0
34.2125,0.1775,4-6,2019,8144.0
34.2125,0.1775,4-6,2023,9728.0
34.2175,0.1775,7-9,2016,3664.0
34.2175,0.1775,7-9,2019,3664.0
34.2175,0.1775,7-9,2023,5328.0
34.2225,0.1775,7-9,2016,3152.0
34.2225,0.1775,7-9,2019,3680.0
34.2225,0.1775,7-9,2023,4352.0
34.2275,0.1775,0-3,2016,1728.0
34.2275,0.1775,0-3,2019,2304.0
34.2275,0.1775,0-3,2023,2240.0
34.2325,0.1775,4-6,2016,2368.0
34.2325,0.1775,4-6,2019,2816.0
34.2325,0.1775,4-6,2023,4512.0
34.2375,0.1775,7-9,2016,2016.0
34.2375,0.1775,7-9,2019,2304.0
34.2375,0.1775,7-9,2023,2832.0
34.2425,0.1775,0-3,2016,2288.0
34.2425,0.1775,0-3,2019,2576.0
34.2425,0.1775,0-3,2023,3024.0
34.2475,0.1775,10-12,2016,3152.0
34.2475,0.1775,10-12,2019,3200.0
34.2475,0.1775,10-12,2023,4192.0
34.2525,0.1775,7-9,2016,2480.0
34.2525,0.1775,7-9,2019,3152.0
34.2525,0.1775,7-9,2023,4320.0
34.2575,0.1775,4-6,2016,1968.0
34.2575,0.1775,4-6,2019,2944.0
34.2575,0.1775,4-6,2023,3280.0
34.2625,0.1775,0-3,2016,3792.0
34.2625,0.1775,0-3,2019,4896.0
34.2625,0.1775,0-3,2023,6688.0
34.2675,0.1775,0-3,2016,4144.0
34.2675,0.1775,0-3,2019,6192.0
34.2675,0.1775,0-3,2023,7168.0
34.2725,0.1775,0-3,2016,14112.0
34.2725,0.1775,0-3,2019,16704.0
34.2725,0.1775,0-3,2023,20720.0
34.2825,0.1775,0-3,2016,5376.0
34.2825,0.1775,0-3,2019,6128.0
34.2825,0.1775,0-3,2023,6848.0
34.2875,0.1775,0-3,2016,6736.0
34.2875,0.1775,0-3,2019,9008.0
34.2875,0.1775,0-3,2023,11088.0
34.2925,0.1775,0-3,2016,10656.0
34.2925,0.1775,0-3,2019,13440.0
34.2925,0.1775,0-3,2023,14096.0
34.3175,0.1775,0-3,2016,3584.0
34.3175,0.1775,0-3,2019,3680.0
34.3175,0.1775,0-3,2023,5296.0
34.3225,0.1775,0-3,2016,2752.0
34.3225,0.1775,0-3,2019,3728.0
34.3225,0.1775,0-3,2023,4768.0
34.3275,0.1775,0-3,2016,1344.0
34.3275,0.1775,0-3,2019,2272.0
34.3275,0.1775,0-3,2023,3184.0
34.3325,0.1775,7-9,2016,2672.0
34.3325,0.1775,7-9,2019,3200.0
34.3325,0.1775,7-9,2023,3696.0
34.3375,0.1775,10-12,2016,2560.0
34.3375,0.1775,10-12,2019,3056.0
34.3375,0.1775,10-12,2023,4400.0
34.3475,0.1775,10-12,2016,2880.0
34.3475,0.1775,10-12,2019,3200.0
34.3475,0.1775,10-12,2023,3824.0
34.3525,0.1775,4-6,2016,1296.0
34.3525,0.1775,4-6,2019,1664.0
34.3525,0.1775,4-6,2023,1808.0
34.3575,0.1775,13-,2016,2208.0
34.3575,0.1775,13-,2019,2384.0
34.3575,0.1775,13-,2023,2736.0
34.3625,0.1775,13-,2016,1968.0
34.3625,0.1775,13-,2019,2304.0
34.3625,0.1775,13-,2023,2240.0
34.3675,0.1775,7-9,2016,1536.0
34.3675,0.1775,7-9,2019,2160.0
34.3675,0.1775,7-9,2023,2528.0
34.3725,0.1775,0-3,2016,1264.0
34.3725,0.1775,0-3,2019,2096.0
34.3725,0.1775,0-3,2023,1888.0
34.3775,0.1775,0-3,2016,1312.0
34.3775,0.1775,0-3,2019,1472.0
34.3775,0.1775,0-3,2023,1760.0
34.3825,0.1775,0-3,2016,864.0
34.3825,0.1775,0-3,2019,1168.0
34.3825,0.1775,0-3,2023,1520.0
34.3875,0.1775,0-3,2016,1312.0
34.3875,0.1775,0-3,2019,1920.0
34.3875,0.1775,0-3,2023,2080.0
34.3925,0.1775,0-3,2016,1280.0
34.3925,0.1775,0-3,2019,1584.0
34.3925,0.1775,0-3,2023,1616.0
34.3975,0.1775,0-3,2016,1680.0
34.3975,0.1775,0-3,2019,1712.0
34.3975,0.1775,0-3,2023,1952.0
34.4025,0.1775,0-3,2016,960.0
34.4025,0.1775,0-3,2019,1280.0
34.4025,0.1775,0-3,2023,1792.0
34.4075,0.1775,4-6,2016,1152.0
34.4075,0.1775,4-6,2019,1264.0
34.4075,0.1775,4-6,2023,1232.0
34.4125,0.1775,4-6,2016,3008.0
34.4125,0.1775,4-6,2019,3904.0
34.4125,0.1775,4-6,2023,3600.0
34.4175,0.1775,0-3,2016,2688.0
34.4175,0.1775,0-3,2019,3904.0
34.4175,0.1775,0-3,2023,4752.0
34.4225,0.1775,0-3,2016,2064.0
34.4225,0.1775,0-3,2019,2864.0
34.4225,0.1775,0-3,2023,3248.0
34.4275,0.1775,0-3,2016,560.0
34.4275,0.1775,0-3,2019,944.0
34.4275,0.1775,0-3,2023,1392.0
34.1075,0.1825,0-3,2016,336.0
34.1075,0.1825,0-3,2019,640.0
34.1075,0.1825,0-3,2023,656.0
34.1125,0.1825,0-3,2016,592.0
34.1125,0.1825,0-3,2019,992.0
34.1125,0.1825,0-3,2023,1456.0
34.1175,0.1825,0-3,2016,1024.0
34.1175,0.1825,0-3,2019,1808.0
34.1175,0.1825,0-3,2023,1760.0
34.1225,0.1825,0-3,2016,144.0
34.1225,0.1825,0-3,2019,176.0
34.1225,0.1825,0-3,2023,304.0
34.1275,0.1825,0-3,2016,192.0
34.1275,0.1825,0-3,2019,336.0
34.1275,0.1825,0-3,2023,688.0
34.1375,0.1825,0-3,2016,352.0
34.1375,0.1825,0-3,2019,784.0
34.1375,0.1825,0-3,2023,1168.0
34.1425,0.1825,0-3,2016,1232.0
34.1425,0.1825,0-3,2019,1584.0
34.1425,0.1825,0-3,2023,2224.0
34.1475,0.1825,0-3,2016,1104.0
34.1475,0.1825,0-3,2019,1360.0
34.1475,0.1825,0-3,2023,1824.0
34.1525,0.1825,0-3,2016,896.0
34.1525,0.1825,0-3,2019,960.0
34.1525,0.1825,0-3,2023,1088.0
34.1575,0.1825,4-6,2016,896.0
34.1575,0.1825,4-6,2019,992.0
34.1575,0.1825,4-6,2023,1664.0
34.1625,0.1825,0-3,2016,2048.0
34.1625,0.1825,0-3,2019,2416.0
34.1625,0.1825,0-3,2023,3456.0
34.1675,0.1825,0-3,2016,2080.0
34.1675,0.1825,0-3,2019,2336.0
34.1675,0.1825,0-3,2023,3424.0
34.1725,0.1825,0-3,2016,1360.0
34.1725,0.1825,0-3,2019,1824.0
34.1725,0.1825,0-3,2023,2416.0
34.1775,0.1825,0-3,2016,2624.0
34.1775,0.1825,0-3,2019,3216.0
34.1775,0.1825,0-3,2023,4704.0
34.1825,0.1825,0-3,2016,3904.0
34.1825,0.1825,0-3,2019,5280.0
34.1825,0.1825,0-3,2023,6976.0
34.1875,0.1825,4-6,2016,3312.0
34.1875,0.1825,4-6,2019,4432.0
34.1875,0.1825,4-6,2023,5392.0
34.1925,0.1825,0-3,2016,3104.0
34.1925,0.1825,0-3,2019,4096.0
34.1925,0.1825,0-3,2023,5616.0
34.1975,0.1825,0-3,2016,1344.0
34.1975,0.1825,0-3,2019,1360.0
34.1975,0.1825,0-3,2023,1936.0
34.2025,0.1825,0-3,2016,3200.0
34.2025,0.1825,0-3,2019,4128.0
34.2025,0.1825,0-3,2023,6176.0
34.2075,0.1825,0-3,2016,4624.0
34.2075,0.1825,0-3,2019,4800.0
34.2075,0.1825,0-3,2023,6912.0
34.2125,0.1825,4-6,2016,3648.0
34.2125,0.1825,4-6,2019,4368.0
34.2125,0.1825,4-6,2023,5168.0
34.2175,0.1825,10-12,2016,5408.0
34.2175,0.1825,10-12,2019,5648.0
34.2175,0.1825,10-12,2023,7248.0
34.2225,0.1825,13-,2016,3232.0
34.2225,0.1825,13-,2019,4688.0
34.2225,0.1825,13-,2023,5056.0
34.2275,0.1825,0-3,2016,544.0
34.2275,0.1825,0-3,2019,944.0
34.2275,0.1825,0-3,2023,1168.0
34.2325,0.1825,0-3,2016,1840.0
34.2325,0.1825,0-3,2019,3616.0
34.2325,0.1825,0-3,2023,5056.0
34.2375,0.1825,0-3,2016,832.0
34.2375,0.1825,0-3,2019,1120.0
34.2375,0.1825,0-3,2023,1904.0
34.2425,0.1825,0-3,2016,1776.0
34.2425,0.1825,0-3,2019,2752.0
34.2425,0.1825,0-3,2023,3296.0
34.2475,0.1825,0-3,2016,976.0
34.2475,0.1825,0-3,2019,1424.0
34.2475,0.1825,0-3,2023,2048.0
34.3175,0.1825,0-3,2016,2336.0
34.3175,0.1825,0-3,2019,3184.0
34.3175,0.1825,0-3,2023,3264.0
34.3225,0.1825,0-3,2016,3664.0
34.3225,0.1825,0-3,2019,4912.0
34.3225,0.1825,0-3,2023,5680.0
34.3275,0.1825,0-3,2016,5072.0
34.3275,0.1825,0-3,2019,6656.0
34.3275,0.1825,0-3,2023,7392.0
34.3325,0.1825,0-3,2016,4656.0
34.3325,0.1825,0-3,2019,6592.0
34.3325,0.1825,0-3,2023,7520.0
34.3375,0.1825,0-3,2016,2688.0
34.3375,0.1825,0-3,2019,3504.0
34.3375,0.1825,0-3,2023,4016.0
34.3425,0.1825,0-3,2016,560.0
34.3425,0.1825,0-3,2019,896.0
34.3425,0.1825,0-3,2023,2176.0
34.3475,0.1825,10-12,2016,2432.0
34.3475,0.1825,10-12,2019,3232.0
34.3475,0.1825,10-12,2023,3264.0
34.3525,0.1825,13-,2016,2000.0
34.3525,0.1825,13-,2019,2448.0
34.3525,0.1825,13-,2023,2992.0
34.3575,0.1825,13-,2016,2384.0
34.3575,0.1825,13-,2019,3392.0
34.3575,0.1825,13-,2023,3040.0
34.3625,0.1825,13-,2016,2848.0
34.3625,0.1825,13-,2019,3792.0
34.3625,0.1825,13-,2023,3248.0
34.3675,0.1825,4-6,2016,1952.0
34.3675,0.1825,4-6,2019,2736.0
34.3675,0.1825,4-6,2023,2960.0
34.3725,0.1825,4-6,2016,4736.0
34.3725,0.1825,4-6,2019,5776.0
34.3725,0.1825,4-6,2023,6624.0
34.3775,0.1825,0-3,2016,1408.0
34.3775,0.1825,0-3,2019,2272.0
34.3775,0.1825,0-3,2023,2704.0
34.3825,0.1825,7-9,2016,2560.0
34.3825,0.1825,7-9,2019,3072.0
34.3825,0.1825,7-9,2023,3264.0
34.3875,0.1825,4-6,2016,1792.0
34.3875,0.1825,4-6,2019,2112.0
34.3875,0.1825,4-6,2023,2608.0
34.4025,0.1825,4-6,2016,864.0
34.4025,0.1825,4-6,2019,912.0
34.4025,0.1825,4-6,2023,1072.0
34.4075,0.1825,10-12,2016,2736.0
34.4075,0.1825,10-12,2019,3584.0
34.4075,0.1825,10-12,2023,4048.0
34.4125,0.1825,7-9,2016,2752.0
34.4125,0.1825,7-9,2019,3648.0
34.4125,0.1825,7-9,2023,4160.0
34.4175,0.1825,0-3,2016,3792.0
34.4175,0.1825,0-3,2019,5568.0
34.4175,0.1825,0-3,2023,5904.0
34.4225,0.1825,0-3,2016,1984.0
34.4225,0.1825,0-3,2019,2368.0
34.4225,0.1825,0-3,2023,2864.0
34.1075,0.1875,0-3,2016,528.0
34.1075,0.1875,0-3,2019,768.0
34.1075,0.1875,0-3,2023,608.0
34.1125,0.1875,0-3,2016,1600.0
34.1125,0.1875,0-3,2019,2448.0
34.1125,0.1875,0-3,2023,2736.0
34.1175,0.1875,0-3,2016,1200.0
34.1175,0.1875,0-3,2019,1696.0
34.1175,0.1875,0-3,2023,1840.0
34.1275,0.1875,0-3,2016,832.0
34.1275,0.1875,0-3,2019,960.0
34.1275,0.1875,0-3,2023,1328.0
34.1375,0.1875,0-3,2016,160.0
34.1375,0.1875,0-3,2019,384.0
34.1375,0.1875,0-3,2023,416.0
34.1425,0.1875,0-3,2016,1344.0
34.1425,0.1875,0-3,2019,1552.0
34.1425,0.1875,0-3,2023,1840.0
34.1475,0.1875,4-6,2016,912.0
34.1475,0.1875,4-6,2019,1248.0
34.1475,0.1875,4-6,2023,1568.0
34.1525,0.1875,4-6,2016,2064.0
34.1525,0.1875,4-6,2019,2560.0
34.1525,0.1875,4-6,2023,3872.0
34.1575,0.1875,0-3,2016,864.0
34.1575,0.1875,0-3,2019,1136.0
34.1575,0.1875,0-3,2023,1488.0
34.1625,0.1875,0-3,2016,4192.0
34.1625,0.1875,0-3,2019,5024.0
34.1625,0.1875,0-3,2023,7168.0
34.1675,0.1875,7-9,2016,2032.0
34.1675,0.1875,7-9,2019,2208.0
34.1675,0.1875,7-9,2023,3120.0
34.1725,0.1875,0-3,2016,720.0
34.1725,0.1875,0-3,2019,720.0
34.1725,0.1875,0-3,2023,1056.0
34.1775,0.1875,4-6,2016,4032.0
34.1775,0.1875,4-6,2019,5392.0
34.1775,0.1875,4-6,2023,7072.0
34.1825,0.1875,0-3,2016,3248.0
34.1825,0.1875,0-3,2019,4016.0
34.1825,0.1875,0-3,2023,5408.0
34.1875,0.1875,0-3,2016,4720.0
34.1875,0.1875,0-3,2019,7056.0
34.1875,0.1875,0-3,2023,8352.0
34.1925,0.1875,0-3,2016,3376.0
34.1925,0.1875,0-3,2019,5328.0
34.1925,0.1875,0-3,2023,7248.0
34.1975,0.1875,0-3,2016,1008.0
34.1975,0.1875,0-3,2019,1616.0
34.1975,0.1875,0-3,2023,2880.0
34.2025,0.1875,10-12,2016,1296.0
34.2025,0.1875,10-12,2019,1472.0
34.2025,0.1875,10-12,2023,2320.0
34.2075,0.1875,4-6,2016,2544.0
34.2075,0.1875,4-6,2019,3376.0
34.2075,0.1875,4-6,2023,4016.0
34.2125,0.1875,10-12,2016,3280.0
34.2125,0.1875,10-12,2019,4640.0
34.2125,0.1875,10-12,2023,5328.0
34.2175,0.1875,7-9,2016,3280.0
34.2175,0.1875,7-9,2019,4208.0
34.2175,0.1875,7-9,2023,5360.0
34.2225,0.1875,4-6,2016,1104.0
34.2225,0.1875,4-6,2019,1392.0
34.2225,0.1875,4-6,2023,2048.0
34.2275,0.1875,0-3,2016,656.0
34.2275,0.1875,0-3,2019,704.0
34.2275,0.1875,0-3,2023,816.0
34.2325,0.1875,0-3,2016,1152.0
34.2325,0.1875,0-3,2019,1056.0
34.2325,0.1875,0-3,2023,1328.0
34.2375,0.1875,7-9,2016,1152.0
34.2375,0.1875,7-9,2019,1792.0
34.2375,0.1875,7-9,2023,1888.0
34.2425,0.1875,0-3,2016,464.0
34.2425,0.1875,0-3,2019,688.0
34.2425,0.1875,0-3,2023,800.0
34.2475,0.1875,0-3,2016,1040.0
34.2475,0.1875,0-3,2019,1808.0
34.2475,0.1875,0-3,2023,1568.0
34.2525,0.1875,0-3,2016,1264.0
34.2525,0.1875,0-3,2019,1808.0
34.2525,0.1875,0-3,2023,1712.0
34.3225,0.1875,0-3,2016,3392.0
34.3225,0.1875,0-3,2019,4592.0
34.3225,0.1875,0-3,2023,6336.0
34.3275,0.1875,0-3,2016,3120.0
34.3275,0.1875,0-3,2019,3728.0
34.3275,0.1875,0-3,2023,4912.0
34.3325,0.1875,0-3,2016,6960.0
34.3325,0.1875,0-3,2019,9168.0
34.3325,0.1875,0-3,2023,11056.0
34.3375,0.1875,0-3,2016,2512.0
34.3375,0.1875,0-3,2019,3136.0
34.3375,0.1875,0-3,2023,3808.0
34.3425,0.1875,0-3,2016,800.0
34.3425,0.1875,0-3,2019,1312.0
34.3425,0.1875,0-3,2023,1856.0
34.3475,0.1875,0-3,2016,2800.0
34.3475,0.1875,0-3,2019,2944.0
34.3475,0.1875,0-3,2023,3584.0
34.3525,0.1875,0-3,2016,2896.0
34.3525,0.1875,0-3,2019,3632.0
34.3525,0.1875,0-3,2023,3968.0
34.3575,0.1875,4-6,2016,3120.0
34.3575,0.1875,4-6,2019,4496.0
34.3575,0.1875,4-6,2023,4352.0
34.3625,0.1875,0-3,2016,3568.0
34.3625,0.1875,0-3,2019,5152.0
34.3625,0.1875,0-3,2023,6288.0
34.3675,0.1875,7-9,2016,3008.0
34.3675,0.1875,7-9,2019,3936.0
34.3675,0.1875,7-9,2023,4480.0
34.3725,0.1875,10-12,2016,3056.0
34.3725,0.1875,10-12,2019,3216.0
34.3725,0.1875,10-12,2023,3408.0
34.3775,0.1875,10-12,2016,1840.0
34.3775,0.1875,10-12,2019,2464.0
34.3775,0.1875,10-12,2023,3136.0
34.3825,0.1875,7-9,2016,2272.0
34.3825,0.1875,7-9,2019,2736.0
34.3825,0.1875,7-9,2023,2640.0
34.3875,0.1875,0-3,2016,1712.0
34.3875,0.1875,0-3,2019,2480.0
34.3875,0.1875,0-3,2023,3104.0
34.4075,0.1875,0-3,2016,720.0
34.4075,0.1875,0-3,2019,800.0
34.4075,0.1875,0-3,2023,880.0
34.4125,0.1875,0-3,2016,544.0
34.4125,0.1875,0-3,2019,896.0
34.4125,0.1875,0-3,2023,1424.0
34.4175,0.1875,0-3,2016,768.0
34.4175,0.1875,0-3,2019,1120.0
34.4175,0.1875,0-3,2023,1936.0
34.4225,0.1875,0-3,2016,1824.0
34.4225,0.1875,0-3,2019,2464.0
34.4225,0.1875,0-3,2023,2496.0
34.4275,0.1875,0-3,2016,1392.0
34.4275,0.1875,0-3,2019,1984.0
34.4275,0.1875,0-3,2023,2192.0
34.1125,0.1925,0-3,2016,1728.0
34.1125,0.1925,0-3,2019,2144.0
34.1125,0.1925,0-3,2023,2480.0
34.1175,0.1925,0-3,2016,1744.0
34.1175,0.1925,0-3,2019,2384.0
34.1175,0.1925,0-3,2023,2768.0
34.1225,0.1925,0-3,2016,1824.0
34.1225,0.1925,0-3,2019,2320.0
34.1225,0.1925,0-3,2023,2624.0
34.1275,0.1925,0-3,2016,1792.0
34.1275,0.1925,0-3,2019,2032.0
34.1275,0.1925,0-3,2023,2144.0
34.1325,0.1925,4-6,2016,2768.0
34.1325,0.1925,4-6,2019,3088.0
34.1325,0.1925,4-6,2023,3264.0
34.1375,0.1925,0-3,2016,1408.0
34.1375,0.1925,0-3,2019,1200.0
34.1375,0.1925,0-3,2023,2352.0
34.1425,0.1925,0-3,2016,2048.0
34.1425,0.1925,0-3,2019,2304.0
34.1425,0.1925,0-3,2023,3616.0
34.1475,0.1925,7-9,2016,1488.0
34.1475,0.1925,7-9,2019,1616.0
34.1475,0.1925,7-9,2023,2320.0
34.1525,0.1925,4-6,2016,1216.0
34.1525,0.1925,4-6,2019,1552.0
34.1525,0.1925,4-6,2023,1696.0
34.1575,0.1925,0-3,2016,736.0
34.1575,0.1925,0-3,2019,1424.0
34.1575,0.1925,0-3,2023,1840.0
34.1625,0.1925,0-3,2016,2096.0
34.1625,0.1925,0-3,2019,3008.0
34.1625,0.1925,0-3,2023,4128.0
34.1725,0.1925,0-3,2016,272.0
34.1725,0.1925,0-3,2019,256.0
34.1725,0.1925,0-3,2023,432.0
34.1825,0.1925,0-3,2016,7664.0
34.1825,0.1925,0-3,2019,8256.0
34.1825,0.1925,0-3,2023,11456.0
34.2025,0.1925,7-9,2016,672.0
34.2025,0.1925,7-9,2019,1312.0
34.2025,0.1925,7-9,2023,2000.0
34.2075,0.1925,13-,2016,2048.0
34.2075,0.1925,13-,2019,2976.0
34.2075,0.1925,13-,2023,3200.0
34.2125,0.1925,4-6,2016,2592.0
34.2125,0.1925,4-6,2019,2880.0
34.2125,0.1925,4-6,2023,3920.0
34.2175,0.1925,13-,2016,2624.0
34.2175,0.1925,13-,2019,3552.0
34.2175,0.1925,13-,2023,4112.0
34.2225,0.1925,4-6,2016,1280.0
34.2225,0.1925,4-6,2019,1408.0
34.2225,0.1925,4-6,2023,2160.0
34.2275,0.1925,13-,2016,2016.0
34.2275,0.1925,13-,2019,2736.0
34.2275,0.1925,13-,2023,3312.0
34.2325,0.1925,13-,2016,1488.0
34.2325,0.1925,13-,2019,1920.0
34.2325,0.1925,13-,2023,2432.0
34.2375,0.1925,0-3,2016,272.0
34.2375,0.1925,0-3,2019,576.0
34.2375,0.1925,0-3,2023,896.0
34.2425,0.1925,0-3,2016,224.0
34.2425,0.1925,0-3,2019,320.0
34.2425,0.1925,0-3,2023,464.0
34.2475,0.1925,0-3,2016,2560.0
34.2475,0.1925,0-3,2019,3216.0
34.2475,0.1925,0-3,2023,3648.0
34.2525,0.1925,0-3,2016,1488.0
34.2525,0.1925,0-3,2019,2624.0
34.2525,0.1925,0-3,2023,3440.0
34.2575,0.1925,0-3,2016,1184.0
34.2575,0.1925,0-3,2019,1776.0
34.2575,0.1925,0-3,2023,2288.0
34.2625,0.1925,0-3,2016,2144.0
34.2625,0.1925,0-3,2019,2496.0
34.2625,0.1925,0-3,2023,3456.0
34.3225,0.1925,0-3,2016,2288.0
34.3225,0.1925,0-3,2019,3360.0
34.3225,0.1925,0-3,2023,4272.0
34.3275,0.1925,0-3,2016,2464.0
34.3275,0.1925,0-3,2019,3088.0
34.3275,0.1925,0-3,2023,3024.0
34.3325,0.1925,4-6,2016,1600.0
34.3325,0.1925,4-6,2019,1984.0
34.3325,0.1925,4-6,2023,3392.0
34.3375,0.1925,4-6,2016,4608.0
34.3375,0.1925,4-6,2019,5568.0
34.3375,0.1925,4-6,2023,5824.0
34.3425,0.1925,0-3,2016,3904.0
34.3425,0.1925,0-3,2019,5152.0
34.3425,0.1925,0-3,2023,6848.0
34.3475,0.1925,0-3,2016,3104.0
34.3475,0.1925,0-3,2019,4352.0
34.3475,0.1925,0-3,2023,6848.0
34.3575,0.1925,0-3,2016,2272.0
34.3575,0.1925,0-3,2019,2608.0
34.3575,0.1925,0-3,2023,2544.0
34.3625,0.1925,0-3,2016,1520.0
34.3625,0.1925,0-3,2019,1808.0
34.3625,0.1925,0-3,2023,2512.0
34.3675,0.1925,4-6,2016,3808.0
34.3675,0.1925,4-6,2019,5344.0
34.3675,0.1925,4-6,2023,5952.0
34.3725,0.1925,4-6,2016,1792.0
34.3725,0.1925,4-6,2019,2352.0
34.3725,0.1925,4-6,2023,2640.0
34.3775,0.1925,13-,2016,2048.0
34.3775,0.1925,13-,2019,2336.0
34.3775,0.1925,13-,2023,2464.0
34.3825,0.1925,7-9,2016,2304.0
34.3825,0.1925,7-9,2019,3616.0
34.3825,0.1925,7-9,2023,3488.0
34.3875,0.1925,13-,2016,2208.0
34.3875,0.1925,13-,2019,2592.0
34.3875,0.1925,13-,2023,2768.0
34.3925,0.1925,0-3,2016,2752.0
34.3925,0.1925,0-3,2019,3936.0
34.3925,0.1925,0-3,2023,4608.0
34.4075,0.1925,0-3,2016,1392.0
34.4075,0.1925,0-3,2019,1920.0
34.4075,0.1925,0-3,2023,2256.0
34.4125,0.1925,0-3,2016,2144.0
34.4125,0.1925,0-3,2019,2400.0
34.4125,0.1925,0-3,2023,2720.0
34.4175,0.1925,0-3,2016,1648.0
34.4175,0.1925,0-3,2019,2832.0
34.4175,0.1925,0-3,2023,3008.0
34.4225,0.1925,4-6,2016,3072.0
34.4225,0.1925,4-6,2019,4064.0
34.4225,0.1925,4-6,2023,4080.0
34.4275,0.1925,0-3,2016,3344.0
34.4275,0.1925,0-3,2019,3680.0
34.4275,0.1925,0-3,2023,4288.0
34.4325,0.1925,0-3,2016,2064.0
34.4325,0.1925,0-3,2019,3136.0
34.4325,0.1925,0-3,2023,3136.0
34.1175,0.1975,0-3,2016,1584.0
34.1175,0.1975,0-3,2019,2112.0
34.1175,0.1975,0-3,2023,2688.0
34.1225,0.1975,0-3,2016,2656.0
34.1225,0.1975,0-3,2019,4656.0
34.1225,0.1975,0-3,2023,4896.0
34.1275,0.1975,0-3,2016,1312.0
34.1275,0.1975,0-3,2019,1520.0
34.1275,0.1975,0-3,2023,1744.0
34.1325,0.1975,0-3,2016,1344.0
34.1325,0.1975,0-3,2019,1488.0
34.1325,0.1975,0-3,2023,1600.0
34.1375,0.1975,4-6,2016,1968.0
34.1375,0.1975,4-6,2019,2208.0
34.1375,0.1975,4-6,2023,4544.0
34.1425,0.1975,4-6,2016,1120.0
34.1425,0.1975,4-6,2019,1552.0
34.1425,0.1975,4-6,2023,1936.0
34.1475,0.1975,7-9,2016,1520.0
34.1475,0.1975,7-9,2019,1872.0
34.1475,0.1975,7-9,2023,2144.0
34.1525,0.1975,0-3,2016,288.0
34.1525,0.1975,0-3,2019,352.0
34.1525,0.1975,0-3,2023,656.0
34.1575,0.1975,10-12,2016,1552.0
34.1575,0.1975,10-12,2019,2144.0
34.1575,0.1975,10-12,2023,3216.0
34.1625,0.1975,4-6,2016,1120.0
34.1625,0.1975,4-6,2019,1520.0
34.1625,0.1975,4-6,2023,2432.0
34.1675,0.1975,0-3,2016,1328.0
34.1675,0.1975,0-3,2019,1824.0
34.1675,0.1975,0-3,2023,3152.0
34.1725,0.1975,7-9,2016,352.0
34.1725,0.1975,7-9,2019,448.0
34.1725,0.1975,7-9,2023,512.0
34.1775,0.1975,0-3,2016,1136.0
34.1775,0.1975,0-3,2019,1680.0
34.1775,0.1975,0-3,2023,1872.0
34.1825,0.1975,4-6,2016,4208.0
34.1825,0.1975,4-6,2019,5168.0
34.1825,0.1975,4-6,2023,6816.0
34.1975,0.1975,4-6,2016,2736.0
34.1975,0.1975,4-6,2019,4528.0
34.1975,0.1975,4-6,2023,6272.0
34.2025,0.1975,4-6,2016,960.0
34.2025,0.1975,4-6,2019,992.0
34.2025,0.1975,4-6,2023,1232.0
34.2075,0.1975,10-12,2016,3152.0
34.2075,0.1975,10-12,2019,3776.0
34.2075,0.1975,10-12,2023,4720.0
34.2125,0.1975,4-6,2016,3168.0
34.2125,0.1975,4-6,2019,3584.0
34.2125,0.1975,4-6,2023,6048.0
34.2175,0.1975,0-3,2016,1632.0
34.2175,0.1975,0-3,2019,2224.0
34.2175,0.1975,0-3,2023,3824.0
34.2225,0.1975,4-6,2016,2384.0
34.2225,0.1975,4-6,2019,3040.0
34.2225,0.1975,4-6,2023,3472.0
34.2275,0.1975,7-9,2016,3264.0
34.2275,0.1975,7-9,2019,4208.0
