lon,lat,treatment_intensity,year,volume_m3,built_area_m2,externality_index,externality_mean,n_neighbours,own_value
34.2575,-0.0475,0-3,2016,3837.625,832.0,3.0,1.5,2,1.5
34.2575,-0.0475,0-3,2019,6470.125,1440.0,3.0,1.5,2,1.5
34.2575,-0.0475,0-3,2023,8240.5,1952.0,3.0,1.5,2,1.5
34.2575,-0.0425,0-3,2016,7716.5,1904.0,4.5,1.5,3,1.5
34.2575,-0.0425,0-3,2019,11077.5,2624.0,4.5,1.5,3,1.5
34.2575,-0.0425,0-3,2023,14537.75,3280.0,4.5,1.5,3,1.5
34.2625,-0.0425,0-3,2016,4993.875,1200.0,11.0,2.2,5,1.5
34.2625,-0.0425,0-3,2019,9004.0,2000.0,11.0,2.2,5,1.5
34.2625,-0.0425,0-3,2023,10418.75,2432.0,11.0,2.2,5,1.5
34.2675,-0.0425,4-6,2016,8481.25,2096.0,12.5,3.125,4,5.0
34.2675,-0.0425,4-6,2019,11711.625,2912.0,12.5,3.125,4,5.0
34.2675,-0.0425,4-6,2023,13752.5,3424.0,12.5,3.125,4,5.0
34.2625,-0.0375,0-3,2016,3389.625,960.0,12.5,2.0833333333333335,6,1.5
34.2625,-0.0375,0-3,2019,4607.75,1312.0,12.5,2.0833333333333335,6,1.5
34.2625,-0.0375,0-3,2023,7879.375,2032.0,12.5,2.0833333333333335,6,1.5
34.2675,-0.0375,0-3,2016,3240.625,880.0,20.5,2.9285714285714284,7,1.5
34.2675,-0.0375,0-3,2019,4069.25,1136.0,20.5,2.9285714285714284,7,1.5
34.2675,-0.0375,0-3,2023,5321.5,1392.0,20.5,2.9285714285714284,7,1.5
34.2725,-0.0375,7-9,2016,4215.5,1200.0,9.5,2.375,4,8.0
34.2725,-0.0375,7-9,2019,7173.625,1952.0,9.5,2.375,4,8.0
34.2725,-0.0375,7-9,2023,9577.875,2560.0,9.5,2.375,4,8.0
34.2925,-0.0375,4-6,2016,2391.0,640.0,23.5,7.833333333333333,3,5.0
34.2925,-0.0375,4-6,2019,3120.25,816.0,23.5,7.833333333333333,3,5.0
34.2925,-0.0375,4-6,2023,3352.75,928.0,23.5,7.833333333333333,3,5.0
34.2975,-0.0375,10-12,2016,3138.375,928.0,30.5,6.1,5,11.0
34.2975,-0.0375,10-12,2019,4850.0,1280.0,30.5,6.1,5,11.0
34.2975,-0.0375,10-12,2023,5837.5,1616.0,30.5,6.1,5,11.0
34.3025,-0.0375,7-9,2016,6097.625,1424.0,27.0,9.0,3,8.0
34.3025,-0.0375,7-9,2019,8200.5,1952.0,27.0,9.0,3,8.0
34.3025,-0.0375,7-9,2023,7764.75,1856.0,27.0,9.0,3,8.0
34.3125,-0.0375,0-3,2016,821.75,224.0,6.5,3.25,2,1.5
34.3125,-0.0375,0-3,2019,844.875,208.0,6.5,3.25,2,1.5
34.3125,-0.0375,0-3,2023,1330.75,336.0,6.5,3.25,2,1.5
34.2625,-0.0325,0-3,2016,1778.375,496.0,9.0,1.5,6,1.5
34.2625,-0.0325,0-3,2019,2427.625,720.0,9.0,1.5,6,1.5
34.2625,-0.0325,0-3,2023,2782.375,768.0,9.0,1.5,6,1.5
34.2675,-0.0325,0-3,2016,1592.125,464.0,18.5,2.3125,8,1.5
34.2675,-0.0325,0-3,2019,3212.75,880.0,18.5,2.3125,8,1.5
34.2675,-0.0325,0-3,2023,3276.625,848.0,18.5,2.3125,8,1.5
34.2725,-0.0325,0-3,2016,6320.125,1584.0,15.5,2.5833333333333335,6,1.5
34.2725,-0.0325,0-3,2019,10887.125,2704.0,15.5,2.5833333333333335,6,1.5
34.2725,-0.0325,0-3,2023,11697.125,3040.0,15.5,2.5833333333333335,6,1.5
34.2925,-0.0325,0-3,2016,5470.5,1488.0,40.0,8.0,5,1.5
34.2925,-0.0325,0-3,2019,7072.125,1952.0,40.0,8.0,5,1.5
34.2925,-0.0325,0-3,2023,10181.75,2832.0,40.0,8.0,5,1.5
34.2975,-0.0325,10-12,2016,3956.25,1056.0,35.5,5.916666666666667,6,11.0
34.2975,-0.0325,10-12,2019,6368.75,1648.0,35.5,5.916666666666667,6,11.0
34.2975,-0.0325,10-12,2023,8065.125,2208.0,35.5,5.916666666666667,6,11.0
34.3025,-0.0325,4-6,2016,9132.75,2288.0,31.5,7.875,4,5.0
34.3025,-0.0325,4-6,2019,14332.375,3520.0,31.5,7.875,4,5.0
34.3025,-0.0325,4-6,2023,17785.375,4272.0,31.5,7.875,4,5.0
34.3125,-0.0325,0-3,2016,3833.625,1104.0,17.5,3.5,5,1.5
34.3125,-0.0325,0-3,2019,4278.75,1248.0,17.5,3.5,5,1.5
34.3125,-0.0325,0-3,2023,7272.75,1856.0,17.5,3.5,5,1.5
34.3175,-0.0325,4-6,2016,3958.375,1040.0,43.5,7.25,6,5.0
34.3175,-0.0325,4-6,2019,5858.5,1584.0,43.5,7.25,6,5.0
34.3175,-0.0325,4-6,2023,5288.625,1312.0,43.5,7.25,6,5.0
34.3225,-0.0325,13-,2016,5260.25,1360.0,24.0,8.0,3,20.0
34.3225,-0.0325,13-,2019,6625.0,1856.0,24.0,8.0,3,20.0
34.3225,-0.0325,13-,2023,8217.75,2288.0,24.0,8.0,3,20.0
34.3375,-0.0325,0-3,2016,1061.5,320.0,3.0,1.5,2,1.5
34.3375,-0.0325,0-3,2019,2119.75,608.0,3.0,1.5,2,1.5
34.3375,-0.0325,0-3,2023,2689.5,752.0,3.0,1.5,2,1.5
34.2575,-0.0275,0-3,2016,3336.625,912.0,26.0,5.2,5,1.5
34.2575,-0.0275,0-3,2019,4981.625,1264.0,26.0,5.2,5,1.5
34.2575,-0.0275,0-3,2023,5720.875,1440.0,26.0,5.2,5,1.5
34.2625,-0.0275,0-3,2016,857.125,208.0,27.5,4.583333333333333,6,1.5
34.2625,-0.0275,0-3,2019,1479.75,352.0,27.5,4.583333333333333,6,1.5
34.2625,-0.0275,0-3,2023,1251.625,272.0,27.5,4.583333333333333,6,1.5
34.2675,-0.0275,0-3,2016,2258.75,640.0,10.5,1.5,7,1.5
34.2675,-0.0275,0-3,2019,3500.0,928.0,10.5,1.5,7,1.5
34.2675,-0.0275,0-3,2023,4780.125,1216.0,10.5,1.5,7,1.5
34.2725,-0.0275,0-3,2016,4867.5,1328.0,7.5,1.5,5,1.5
34.2725,-0.0275,0-3,2019,7277.75,1872.0,7.5,1.5,5,1.5
34.2725,-0.0275,0-3,2023,9444.75,2448.0,7.5,1.5,5,1.5
34.2775,-0.0275,0-3,2016,12901.375,2704.0,15.5,3.875,4,1.5
34.2775,-0.0275,0-3,2019,16717.0,3376.0,15.5,3.875,4,1.5
34.2775,-0.0275,0-3,2023,16864.625,3728.0,15.5,3.875,4,1.5
34.2875,-0.0275,7-9,2016,4400.5,1136.0,42.5,8.5,5,8.0
34.2875,-0.0275,7-9,2019,5828.75,1504.0,42.5,8.5,5,8.0
34.2875,-0.0275,7-9,2023,7198.75,1808.0,42.5,8.5,5,8.0
34.2925,-0.0275,4-6,2016,4946.375,1360.0,65.5,10.916666666666666,6,5.0
34.2925,-0.0275,4-6,2019,6980.25,1936.0,65.5,10.916666666666666,6,5.0
34.2925,-0.0275,4-6,2023,7735.0,2080.0,65.5,10.916666666666666,6,5.0
34.3075,-0.0275,0-3,2016,4211.125,1152.0,9.5,2.375,4,1.5
34.3075,-0.0275,0-3,2019,6770.25,1728.0,9.5,2.375,4,1.5
34.3075,-0.0275,0-3,2023,9427.75,2288.0,9.5,2.375,4,1.5
34.3125,-0.0275,0-3,2016,15064.375,3888.0,37.5,6.25,6,1.5
34.3125,-0.0275,0-3,2019,19262.125,4880.0,37.5,6.25,6,1.5
34.3125,-0.0275,0-3,2023,19328.375,4880.0,37.5,6.25,6,1.5
34.3175,-0.0275,7-9,2016,7414.75,1792.0,68.5,8.5625,8,8.0
34.3175,-0.0275,7-9,2019,12491.75,2928.0,68.5,8.5625,8,8.0
34.3175,-0.0275,7-9,2023,13186.0,3536.0,68.5,8.5625,8,8.0
34.3225,-0.0275,10-12,2016,7637.25,2096.0,61.0,12.2,5,11.0
34.3225,-0.0275,10-12,2019,9748.5,2768.0,61.0,12.2,5,11.0
34.3225,-0.0275,10-12,2023,12675.625,3392.0,61.0,12.2,5,11.0
34.3375,-0.0275,0-3,2016,6701.125,1872.0,7.5,1.5,5,1.5
34.3375,-0.0275,0-3,2019,9236.125,2448.0,7.5,1.5,5,1.5
34.3375,-0.0275,0-3,2023,14524.25,3504.0,7.5,1.5,5,1.5
34.3425,-0.0275,0-3,2016,2107.75,640.0,6.0,1.5,4,1.5
34.3425,-0.0275,0-3,2019,3537.25,976.0,6.0,1.5,4,1.5
34.3425,-0.0275,0-3,2023,3406.125,848.0,6.0,1.5,4,1.5
34.3575,-0.0275,0-3,2016,117.625,32.0,4.5,1.5,3,1.5
34.3575,-0.0275,0-3,2019,310.875,96.0,4.5,1.5,3,1.5
34.3575,-0.0275,0-3,2023,370.375,96.0,4.5,1.5,3,1.5
34.2525,-0.0225,0-3,2016,9392.0,2320.0,34.0,8.5,4,1.5
34.2525,-0.0225,0-3,2019,13996.125,3280.0,34.0,8.5,4,1.5
34.2525,-0.0225,0-3,2023,16691.875,3776.0,34.0,8.5,4,1.5
34.2575,-0.0225,13-,2016,9220.0,2224.0,22.0,3.6666666666666665,6,20.0
34.2575,-0.0225,13-,2019,11082.875,2720.0,22.0,3.6666666666666665,6,20.0
34.2575,-0.0225,13-,2023,13860.125,3392.0,22.0,3.6666666666666665,6,20.0
34.2625,-0.0225,0-3,2016,6005.875,1392.0,40.5,6.75,6,1.5
34.2625,-0.0225,0-3,2019,6754.0,1584.0,40.5,6.75,6,1.5
34.2625,-0.0225,0-3,2023,10330.375,2256.0,40.5,6.75,6,1.5
34.2725,-0.0225,0-3,2016,2719.875,768.0,4.5,1.5,3,1.5
34.2725,-0.0225,0-3,2019,3480.375,1008.0,4.5,1.5,3,1.5
34.2725,-0.0225,0-3,2023,5567.375,1456.0,4.5,1.5,3,1.5
34.2825,-0.0225,10-12,2016,32024.25,7120.0,45.5,9.1,5,11.0
34.2825,-0.0225,10-12,2019,35053.5,8032.0,45.5,9.1,5,11.0
34.2825,-0.0225,10-12,2023,37807.125,9296.0,45.5,9.1,5,11.0
34.2875,-0.0225,13-,2016,7829.75,1984.0,53.0,7.571428571428571,7,20.0
34.2875,-0.0225,13-,2019,10880.125,2688.0,53.0,7.571428571428571,7,20.0
34.2875,-0.0225,13-,2023,13534.75,3536.0,53.0,7.571428571428571,7,20.0
34.2925,-0.0225,4-6,2016,4017.5,992.0,80.0,11.428571428571429,7,5.0
34.2925,-0.0225,4-6,2019,3543.625,896.0,80.0,11.428571428571429,7,5.0
34.2925,-0.0225,4-6,2023,6380.0,1552.0,80.0,11.428571428571429,7,5.0
34.2975,-0.0225,13-,2016,4863.375,1392.0,30.5,6.1,5,20.0
34.2975,-0.0225,13-,2019,6763.375,1968.0,30.5,6.1,5,20.0
34.2975,-0.0225,13-,2023,7677.125,2208.0,30.5,6.1,5,20.0
34.3125,-0.0225,0-3,2016,5180.75,1456.0,37.5,6.25,6,1.5
34.3125,-0.0225,0-3,2019,7005.75,1984.0,37.5,6.25,6,1.5
34.3125,-0.0225,0-3,2023,8926.125,2640.0,37.5,6.25,6,1.5
34.3175,-0.0225,13-,2016,5634.0,1504.0,38.0,4.75,8,20.0
34.3175,-0.0225,13-,2019,7161.125,1872.0,38.0,4.75,8,20.0
34.3175,-0.0225,13-,2023,8004.375,2048.0,38.0,4.75,8,20.0
34.3225,-0.0225,7-9,2016,11095.625,2752.0,45.5,9.1,5,8.0
34.3225,-0.0225,7-9,2019,15476.25,3840.0,45.5,9.1,5,8.0
34.3225,-0.0225,7-9,2023,17148.25,4224.0,45.5,9.1,5,8.0
34.3325,-0.0225,0-3,2016,2285.375,656.0,6.0,1.5,4,1.5
34.3325,-0.0225,0-3,2019,4723.125,1312.0,6.0,1.5,4,1.5
34.3325,-0.0225,0-3,2023,5725.625,1632.0,6.0,1.5,4,1.5
34.3375,-0.0225,0-3,2016,6019.875,1648.0,10.5,1.5,7,1.5
34.3375,-0.0225,0-3,2019,7263.5,1984.0,10.5,1.5,7,1.5
34.3375,-0.0225,0-3,2023,8502.375,2256.0,10.5,1.5,7,1.5
34.3425,-0.0225,0-3,2016,3941.375,1152.0,9.0,1.5,6,1.5
34.3425,-0.0225,0-3,2019,5919.625,1696.0,9.0,1.5,6,1.5
34.3425,-0.0225,0-3,2023,7377.5,1952.0,9.0,1.5,6,1.5
34.3525,-0.0225,0-3,2016,10415.25,2400.0,7.5,1.5,5,1.5
34.3525,-0.0225,0-3,2019,11883.25,2864.0,7.5,1.5,5,1.5
34.3525,-0.0225,0-3,2023,12277.375,2896.0,7.5,1.5,5,1.5
34.3575,-0.0225,0-3,2016,2561.5,704.0,7.5,1.5,5,1.5
34.3575,-0.0225,0-3,2019,3111.75,944.0,7.5,1.5,5,1.5
34.3575,-0.0225,0-3,2023,5358.625,1472.0,7.5,1.5,5,1.5
34.3625,-0.0225,0-3,2016,51.5,16.0,4.5,1.5,3,1.5
34.3625,-0.0225,0-3,2023,1014.0,240.0,4.5,1.5,3,1.5
34.2425,-0.0175,0-3,2016,5045.625,1328.0,19.0,4.75,4,1.5
34.2425,-0.0175,0-3,2019,6093.875,1568.0,19.0,4.75,4,1.5
34.2425,-0.0175,0-3,2023,10406.75,2336.0,19.0,4.75,4,1.5
34.2475,-0.0175,0-3,2016,3232.125,880.0,20.5,4.1,5,1.5
34.2475,-0.0175,0-3,2019,4074.75,1072.0,20.5,4.1,5,1.5
34.2475,-0.0175,0-3,2023,6263.625,1568.0,20.5,4.1,5,1.5
34.2575,-0.0175,10-12,2016,4229.875,1216.0,29.5,5.9,5,11.0
34.2575,-0.0175,10-12,2019,5822.125,1680.0,29.5,5.9,5,11.0
34.2575,-0.0175,10-12,2023,7964.25,2192.0,29.5,5.9,5,11.0
34.2625,-0.0175,4-6,2016,7210.625,1792.0,32.5,10.833333333333334,3,5.0
34.2625,-0.0175,4-6,2019,10182.125,2560.0,32.5,10.833333333333334,3,5.0
34.2625,-0.0175,4-6,2023,11380.375,2832.0,32.5,10.833333333333334,3,5.0
34.2825,-0.0175,7-9,2016,2926.375,848.0,40.5,10.125,4,8.0
34.2825,-0.0175,7-9,2019,3182.625,912.0,40.5,10.125,4,8.0
34.2825,-0.0175,7-9,2023,4818.25,1344.0,40.5,10.125,4,8.0
34.2875,-0.0175,7-9,2016,8146.875,2192.0,53.5,8.916666666666666,6,8.0
34.2875,-0.0175,7-9,2019,9160.125,2432.0,53.5,8.916666666666666,6,8.0
34.2875,-0.0175,7-9,2023,9217.0,2640.0,53.5,8.916666666666666,6,8.0
34.2925,-0.0175,7-9,2016,3956.625,1200.0,64.0,12.8,5,8.0
34.2925,-0.0175,7-9,2019,5485.25,1648.0,64.0,12.8,5,8.0
34.2925,-0.0175,7-9,2023,6591.75,1968.0,64.0,12.8,5,8.0
34.2975,-0.0175,10-12,2016,1508.375,448.0,34.5,8.625,4,11.0
34.2975,-0.0175,10-12,2019,1776.375,496.0,34.5,8.625,4,11.0
34.2975,-0.0175,10-12,2023,2500.5,704.0,34.5,8.625,4,11.0
34.3025,-0.0175,0-3,2016,2534.625,736.0,31.0,15.5,2,1.5
34.3025,-0.0175,0-3,2019,4354.875,1248.0,31.0,15.5,2,1.5
34.3025,-0.0175,0-3,2023,4311.625,1232.0,31.0,15.5,2,1.5
34.3125,-0.0175,0-3,2016,2529.25,752.0,26.5,8.833333333333334,3,1.5
34.3125,-0.0175,0-3,2019,3111.5,912.0,26.5,8.833333333333334,3,1.5
34.3125,-0.0175,0-3,2023,3827.75,1184.0,26.5,8.833333333333334,3,1.5
34.3175,-0.0175,4-6,2016,3498.375,944.0,32.5,6.5,5,5.0
34.3175,-0.0175,4-6,2019,3962.0,1152.0,32.5,6.5,5,5.0
34.3175,-0.0175,4-6,2023,4870.5,1424.0,32.5,6.5,5,5.0
34.3225,-0.0175,0-3,2016,6801.375,1664.0,33.0,11.0,3,1.5
34.3225,-0.0175,0-3,2019,8847.5,2112.0,33.0,11.0,3,1.5
34.3225,-0.0175,0-3,2023,10649.75,2576.0,33.0,11.0,3,1.5
34.3325,-0.0175,0-3,2016,3414.125,928.0,7.5,1.5,5,1.5
34.3325,-0.0175,0-3,2019,6695.5,1824.0,7.5,1.5,5,1.5
34.3325,-0.0175,0-3,2023,8142.5,2176.0,7.5,1.5,5,1.5
34.3375,-0.0175,0-3,2016,5667.875,1632.0,12.0,1.5,8,1.5
34.3375,-0.0175,0-3,2019,7438.125,2112.0,12.0,1.5,8,1.5
34.3375,-0.0175,0-3,2023,9645.5,2608.0,12.0,1.5,8,1.5
34.3425,-0.0175,0-3,2016,9622.875,2320.0,10.5,1.5,7,1.5
34.3425,-0.0175,0-3,2019,12767.125,3120.0,10.5,1.5,7,1.5
34.3425,-0.0175,0-3,2023,11836.0,2960.0,10.5,1.5,7,1.5
34.3475,-0.0175,0-3,2016,8850.125,2016.0,9.0,1.5,6,1.5
34.3475,-0.0175,0-3,2019,29973.5,4720.0,9.0,1.5,6,1.5
34.3475,-0.0175,0-3,2023,28386.875,5056.0,9.0,1.5,6,1.5
34.3525,-0.0175,0-3,2016,8207.625,2096.0,7.5,1.5,5,1.5
34.3525,-0.0175,0-3,2019,15406.875,3712.0,7.5,1.5,5,1.5
34.3525,-0.0175,0-3,2023,16493.5,3856.0,7.5,1.5,5,1.5
34.3575,-0.0175,0-3,2016,4671.0,1232.0,6.0,1.5,4,1.5
34.3575,-0.0175,0-3,2019,6388.375,1616.0,6.0,1.5,4,1.5
34.3575,-0.0175,0-3,2023,7780.75,1888.0,6.0,1.5,4,1.5
34.2375,-0.0125,0-3,2016,12357.75,2528.0,27.5,5.5,5,1.5
34.2375,-0.0125,0-3,2019,14691.0,2848.0,27.5,5.5,5,1.5
34.2375,-0.0125,0-3,2023,17309.5,3568.0,27.5,5.5,5,1.5
34.2425,-0.0125,7-9,2016,4321.875,1136.0,27.0,3.857142857142857,7,8.0
34.2425,-0.0125,7-9,2019,4850.375,1216.0,27.0,3.857142857142857,7,8.0
34.2425,-0.0125,7-9,2023,6293.375,1568.0,27.0,3.857142857142857,7,8.0
34.2475,-0.0125,7-9,2016,2059.75,560.0,19.0,3.1666666666666665,6,8.0
34.2475,-0.0125,7-9,2019,3672.25,912.0,19.0,3.1666666666666665,6,8.0
34.2475,-0.0125,7-9,2023,5194.0,1312.0,19.0,3.1666666666666665,6,8.0
34.2525,-0.0125,0-3,2016,3135.75,864.0,22.0,5.5,4,1.5
34.2525,-0.0125,0-3,2019,4371.0,1280.0,22.0,5.5,4,1.5
34.2525,-0.0125,0-3,2023,5917.375,1632.0,22.0,5.5,4,1.5
34.2825,-0.0125,0-3,2016,3702.5,992.0,17.5,5.833333333333333,3,1.5
34.2825,-0.0125,0-3,2019,4677.5,1280.0,17.5,5.833333333333333,3,1.5
34.2825,-0.0125,0-3,2023,5285.5,1424.0,17.5,5.833333333333333,3,1.5
34.3325,-0.0125,0-3,2016,7137.125,2160.0,7.5,1.5,5,1.5
34.3325,-0.0125,0-3,2019,8379.125,2352.0,7.5,1.5,5,1.5
34.3325,-0.0125,0-3,2023,8124.875,2336.0,7.5,1.5,5,1.5
34.3375,-0.0125,0-3,2016,6090.25,1712.0,10.5,1.5,7,1.5
34.3375,-0.0125,0-3,2019,8567.625,2352.0,10.5,1.5,7,1.5
34.3375,-0.0125,0-3,2023,9990.375,2608.0,10.5,1.5,7,1.5
34.3425,-0.0125,0-3,2016,6256.125,1696.0,9.0,1.5,6,1.5
34.3425,-0.0125,0-3,2019,11240.75,2608.0,9.0,1.5,6,1.5
34.3425,-0.0125,0-3,2023,17660.75,4016.0,9.0,1.5,6,1.5
34.3475,-0.0125,0-3,2016,30979.25,7504.0,14.0,2.8,5,1.5
34.3475,-0.0125,0-3,2019,43758.375,10112.0,14.0,2.8,5,1.5
34.3475,-0.0125,0-3,2023,50945.125,11664.0,14.0,2.8,5,1.5
34.3675,-0.0125,0-3,2016,4763.5,1376.0,6.5,3.25,2,1.5
34.3675,-0.0125,0-3,2019,5519.625,1536.0,6.5,3.25,2,1.5
34.3675,-0.0125,0-3,2023,7949.625,2064.0,6.5,3.25,2,1.5
34.1975,-0.0075,0-3,2016,2088.0,592.0,6.0,1.5,4,1.5
34.1975,-0.0075,0-3,2019,2223.375,672.0,6.0,1.5,4,1.5
34.1975,-0.0075,0-3,2023,2572.25,768.0,6.0,1.5,4,1.5
34.2025,-0.0075,0-3,2016,211.625,64.0,6.0,1.5,4,1.5
34.2025,-0.0075,0-3,2019,224.875,64.0,6.0,1.5,4,1.5
34.2025,-0.0075,0-3,2023,157.0,48.0,6.0,1.5,4,1.5
34.2325,-0.0075,4-6,2016,3388.125,896.0,11.0,3.6666666666666665,3,5.0
34.2325,-0.0075,4-6,2019,4623.75,1216.0,11.0,3.6666666666666665,3,5.0
34.2325,-0.0075,4-6,2023,4794.625,1216.0,11.0,3.6666666666666665,3,5.0
34.2375,-0.0075,7-9,2016,4872.5,1360.0,22.5,3.75,6,8.0
34.2375,-0.0075,7-9,2019,6870.875,1872.0,22.5,3.75,6,8.0
34.2375,-0.0075,7-9,2023,10726.75,2720.0,22.5,3.75,6,8.0
34.2425,-0.0075,4-6,2016,2265.25,656.0,28.5,4.75,6,5.0
34.2425,-0.0075,4-6,2019,4268.875,1088.0,28.5,4.75,6,5.0
34.2425,-0.0075,4-6,2023,5061.375,1216.0,28.5,4.75,6,5.0
34.2475,-0.0075,0-3,2016,3659.0,1008.0,24.0,4.8,5,1.5
34.2475,-0.0075,0-3,2019,5421.5,1456.0,24.0,4.8,5,1.5
34.2475,-0.0075,0-3,2023,7344.375,1872.0,24.0,4.8,5,1.5
34.2875,-0.0075,0-3,2016,1240.125,320.0,32.5,6.5,5,1.5
34.2875,-0.0075,0-3,2019,2032.0,576.0,32.5,6.5,5,1.5
34.2875,-0.0075,0-3,2023,2508.5,640.0,32.5,6.5,5,1.5
34.2925,-0.0075,0-3,2016,2666.5,752.0,14.0,2.8,5,1.5
34.2925,-0.0075,0-3,2019,3277.0,944.0,14.0,2.8,5,1.5
34.2925,-0.0075,0-3,2023,4661.625,1328.0,14.0,2.8,5,1.5
34.2975,-0.0075,0-3,2016,2339.625,640.0,7.5,1.5,5,1.5
34.2975,-0.0075,0-3,2019,2937.5,800.0,7.5,1.5,5,1.5
34.2975,-0.0075,0-3,2023,3580.375,992.0,7.5,1.5,5,1.5
34.3025,-0.0075,0-3,2016,7351.25,1936.0,4.5,1.5,3,1.5
34.3025,-0.0075,0-3,2019,9236.5,2640.0,4.5,1.5,3,1.5
34.3025,-0.0075,0-3,2023,12810.5,3520.0,4.5,1.5,3,1.5
34.3325,-0.0075,0-3,2016,4973.25,1440.0,7.5,1.5,5,1.5
34.3325,-0.0075,0-3,2019,7321.75,2000.0,7.5,1.5,5,1.5
34.3325,-0.0075,0-3,2023,9139.75,2416.0,7.5,1.5,5,1.5
34.3375,-0.0075,0-3,2016,12239.75,3440.0,7.5,1.5,5,1.5
34.3375,-0.0075,0-3,2019,15586.75,4128.0,7.5,1.5,5,1.5
34.3375,-0.0075,0-3,2023,23419.5,5824.0,7.5,1.5,5,1.5
34.3525,-0.0075,7-9,2016,6323.875,1776.0,60.5,12.1,5,8.0
34.3525,-0.0075,7-9,2019,8249.75,2256.0,60.5,12.1,5,8.0
34.3525,-0.0075,7-9,2023,15228.125,3584.0,60.5,12.1,5,8.0
34.3575,-0.0075,10-12,2016,4000.75,1072.0,45.5,9.1,5,11.0
34.3575,-0.0075,10-12,2019,4662.125,1312.0,45.5,9.1,5,11.0
34.3575,-0.0075,10-12,2023,6819.125,1744.0,45.5,9.1,5,11.0
34.3625,-0.0075,0-3,2016,625.75,176.0,65.5,10.916666666666666,6,1.5
34.3625,-0.0075,0-3,2019,1857.5,448.0,65.5,10.916666666666666,6,1.5
34.3625,-0.0075,0-3,2023,2132.75,528.0,65.5,10.916666666666666,6,1.5
34.3675,-0.0075,4-6,2016,5683.625,1408.0,39.0,7.8,5,5.0
34.3675,-0.0075,4-6,2019,6883.5,1696.0,39.0,7.8,5,5.0
34.3675,-0.0075,4-6,2023,7381.75,1712.0,39.0,7.8,5,5.0
34.1925,-0.0025,0-3,2016,4178.5,1200.0,4.5,1.5,3,1.5
34.1925,-0.0025,0-3,2019,7213.875,2064.0,4.5,1.5,3,1.5
34.1925,-0.0025,0-3,2023,12432.875,2992.0,4.5,1.5,3,1.5
34.1975,-0.0025,0-3,2016,4859.0,1216.0,9.0,1.5,6,1.5
34.1975,-0.0025,0-3,2019,7376.125,1744.0,9.0,1.5,6,1.5
34.1975,-0.0025,0-3,2023,8170.75,2000.0,9.0,1.5,6,1.5
34.2025,-0.0025,0-3,2016,1321.125,384.0,9.0,1.5,6,1.5
34.2025,-0.0025,0-3,2019,1507.5,448.0,9.0,1.5,6,1.5
34.2025,-0.0025,0-3,2023,1875.875,528.0,9.0,1.5,6,1.5
34.2075,-0.0025,0-3,2016,60.5,16.0,6.0,1.5,4,1.5
34.2075,-0.0025,0-3,2019,241.25,64.0,6.0,1.5,4,1.5
34.2325,-0.0025,0-3,2016,351.875,96.0,13.0,6.5,2,1.5
34.2325,-0.0025,0-3,2019,869.125,256.0,13.0,6.5,2,1.5
34.2325,-0.0025,0-3,2023,725.0,208.0,13.0,6.5,2,1.5
34.2425,-0.0025,0-3,2016,1572.0,480.0,14.5,4.833333333333333,3,1.5
34.2425,-0.0025,0-3,2019,2284.5,624.0,14.5,4.833333333333333,3,1.5
34.2425,-0.0025,0-3,2023,3585.875,976.0,14.5,4.833333333333333,3,1.5
34.2825,-0.0025,13-,2016,4922.25,1360.0,22.0,5.5,4,20.0
34.2825,-0.0025,13-,2019,6448.75,1712.0,22.0,5.5,4,20.0
34.2825,-0.0025,13-,2023,8981.875,2352.0,22.0,5.5,4,20.0
34.2875,-0.0025,7-9,2016,4487.0,1312.0,38.5,5.5,7,8.0
34.2875,-0.0025,7-9,2019,6915.875,1824.0,38.5,5.5,7,8.0
34.2875,-0.0025,7-9,2023,7941.125,2160.0,38.5,5.5,7,8.0
34.2925,-0.0025,0-3,2016,8427.875,2208.0,28.0,3.5,8,1.5
34.2925,-0.0025,0-3,2019,10733.5,2832.0,28.0,3.5,8,1.5
34.2925,-0.0025,0-3,2023,12522.5,3168.0,28.0,3.5,8,1.5
34.2975,-0.0025,0-3,2016,5466.375,1504.0,10.5,1.5,7,1.5
34.2975,-0.0025,0-3,2019,7865.25,2096.0,10.5,1.5,7,1.5
34.2975,-0.0025,0-3,2023,10400.25,2592.0,10.5,1.5,7,1.5
34.3025,-0.0025,0-3,2016,4288.875,1216.0,6.0,1.5,4,1.5
34.3025,-0.0025,0-3,2019,5935.875,1664.0,6.0,1.5,4,1.5
34.3025,-0.0025,0-3,2023,8775.5,2320.0,6.0,1.5,4,1.5
34.3275,-0.0025,0-3,2016,10031.875,2672.0,7.5,1.5,5,1.5
34.3275,-0.0025,0-3,2019,12592.25,3408.0,7.5,1.5,5,1.5
34.3275,-0.0025,0-3,2023,16921.625,4464.0,7.5,1.5,5,1.5
34.3325,-0.0025,0-3,2016,5718.5,1488.0,9.0,1.5,6,1.5
34.3325,-0.0025,0-3,2019,6772.75,1728.0,9.0,1.5,6,1.5
34.3325,-0.0025,0-3,2023,9456.5,2240.0,9.0,1.5,6,1.5
34.3475,-0.0025,13-,2016,11523.75,2992.0,36.5,7.3,5,20.0
34.3475,-0.0025,13-,2019,15352.5,3920.0,36.5,7.3,5,20.0
34.3475,-0.0025,13-,2023,21366.125,5040.0,36.5,7.3,5,20.0
