lon,lat,treatment_intensity,year,volume_m3,built_area_m2,externality_index,externality_mean,n_neighbours,own_value
34.2875,0.1575,0-3,2019,8286.75,2160.0,7.5,1.5,5,1.5
34.2875,0.1575,0-3,2023,11761.75,2752.0,7.5,1.5,5,1.5
34.2925,0.1575,0-3,2016,4273.5,1040.0,6.0,1.5,4,1.5
34.2925,0.1575,0-3,2019,4852.375,1264.0,6.0,1.5,4,1.5
34.2925,0.1575,0-3,2023,5531.125,1312.0,6.0,1.5,4,1.5
34.3125,0.1575,0-3,2016,2102.5,544.0,7.5,1.5,5,1.5
34.3125,0.1575,0-3,2019,3929.25,1008.0,7.5,1.5,5,1.5
34.3125,0.1575,0-3,2023,6349.125,1520.0,7.5,1.5,5,1.5
34.3175,0.1575,0-3,2016,11364.125,3120.0,23.5,3.357142857142857,7,1.5
34.3175,0.1575,0-3,2019,13313.375,3536.0,23.5,3.357142857142857,7,1.5
34.3175,0.1575,0-3,2023,17560.625,4288.0,23.5,3.357142857142857,7,1.5
34.3225,0.1575,10-12,2016,16261.875,3824.0,35.0,4.375,8,11.0
34.3225,0.1575,10-12,2019,19355.875,4528.0,35.0,4.375,8,11.0
34.3225,0.1575,10-12,2023,24770.375,5616.0,35.0,4.375,8,11.0
34.3275,0.1575,10-12,2016,14378.25,3456.0,54.5,6.8125,8,11.0
34.3275,0.1575,10-12,2019,17223.25,4096.0,54.5,6.8125,8,11.0
34.3275,0.1575,10-12,2023,24068.25,5360.0,54.5,6.8125,8,11.0
34.3325,0.1575,7-9,2016,15476.875,3888.0,51.5,6.4375,8,8.0
34.3325,0.1575,7-9,2019,22381.5,5376.0,51.5,6.4375,8,8.0
34.3325,0.1575,7-9,2023,26526.25,6176.0,51.5,6.4375,8,8.0
34.3375,0.1575,4-6,2016,11264.625,2944.0,54.5,6.8125,8,5.0
34.3375,0.1575,4-6,2019,12002.5,3024.0,54.5,6.8125,8,5.0
34.3375,0.1575,4-6,2023,13305.5,3184.0,54.5,6.8125,8,5.0
34.3425,0.1575,7-9,2016,16225.0,4000.0,41.5,5.1875,8,8.0
34.3425,0.1575,7-9,2019,24302.375,5296.0,41.5,5.1875,8,8.0
34.3425,0.1575,7-9,2023,37517.75,7904.0,41.5,5.1875,8,8.0
34.3475,0.1575,0-3,2016,30355.25,7344.0,54.0,6.75,8,1.5
34.3475,0.1575,0-3,2019,32064.375,7424.0,54.0,6.75,8,1.5
34.3475,0.1575,0-3,2023,38389.125,8704.0,54.0,6.75,8,1.5
34.3525,0.1575,4-6,2016,20207.625,4864.0,34.5,4.3125,8,5.0
34.3525,0.1575,4-6,2019,22764.625,5456.0,34.5,4.3125,8,5.0
34.3525,0.1575,4-6,2023,25823.375,5904.0,34.5,4.3125,8,5.0
34.3575,0.1575,0-3,2016,31024.375,7328.0,35.0,4.375,8,1.5
34.3575,0.1575,0-3,2019,35573.5,7872.0,35.0,4.375,8,1.5
34.3575,0.1575,0-3,2023,37933.25,8320.0,35.0,4.375,8,1.5
34.3625,0.1575,0-3,2016,43015.0,9456.0,44.0,5.5,8,1.5
34.3625,0.1575,0-3,2019,55389.125,12048.0,44.0,5.5,8,1.5
34.3625,0.1575,0-3,2023,57605.5,12624.0,44.0,5.5,8,1.5
34.3675,0.1575,4-6,2016,25000.375,5696.0,59.0,7.375,8,5.0
34.3675,0.1575,4-6,2019,31129.625,7040.0,59.0,7.375,8,5.0
34.3675,0.1575,4-6,2023,40188.875,8928.0,59.0,7.375,8,5.0
34.3725,0.1575,13-,2016,20408.625,5232.0,47.5,5.9375,8,20.0
34.3725,0.1575,13-,2019,27869.625,6752.0,47.5,5.9375,8,20.0
34.3725,0.1575,13-,2023,33453.0,7616.0,47.5,5.9375,8,20.0
34.3775,0.1575,4-6,2016,32244.25,6928.0,59.0,7.375,8,5.0
34.3775,0.1575,4-6,2019,46365.625,9312.0,59.0,7.375,8,5.0
34.3775,0.1575,4-6,2023,56753.75,11136.0,59.0,7.375,8,5.0
34.3825,0.1575,0-3,2016,44048.0,10064.0,47.0,5.875,8,1.5
34.3825,0.1575,0-3,2019,48024.25,10784.0,47.0,5.875,8,1.5
34.3825,0.1575,0-3,2023,55212.875,11936.0,47.0,5.875,8,1.5
34.3875,0.1575,0-3,2016,14101.25,3344.0,46.5,5.8125,8,1.5
34.3875,0.1575,0-3,2019,17219.5,3840.0,46.5,5.8125,8,1.5
34.3875,0.1575,0-3,2023,25894.875,5376.0,46.5,5.8125,8,1.5
34.3925,0.1575,10-12,2016,13783.0,3408.0,28.5,3.5625,8,11.0
34.3925,0.1575,10-12,2019,16887.625,4048.0,28.5,3.5625,8,11.0
34.3925,0.1575,10-12,2023,19645.5,4608.0,28.5,3.5625,8,11.0
34.3975,0.1575,7-9,2016,7494.25,1968.0,28.5,3.5625,8,8.0
34.3975,0.1575,7-9,2019,9147.375,2320.0,28.5,3.5625,8,8.0
34.3975,0.1575,7-9,2023,14694.625,3312.0,28.5,3.5625,8,8.0
34.4025,0.1575,0-3,2016,5884.25,1600.0,29.0,3.625,8,1.5
34.4025,0.1575,0-3,2019,10632.125,2832.0,29.0,3.625,8,1.5
34.4025,0.1575,0-3,2023,13068.5,3312.0,29.0,3.625,8,1.5
34.4075,0.1575,4-6,2016,1021.125,304.0,40.5,5.0625,8,5.0
34.4075,0.1575,4-6,2019,1594.625,432.0,40.5,5.0625,8,5.0
34.4075,0.1575,4-6,2023,1449.375,384.0,40.5,5.0625,8,5.0
34.4125,0.1575,0-3,2016,2590.5,688.0,57.0,7.125,8,1.5
34.4125,0.1575,0-3,2019,3712.25,1040.0,57.0,7.125,8,1.5
34.4125,0.1575,0-3,2023,3796.0,976.0,57.0,7.125,8,1.5
34.4175,0.1575,4-6,2016,4955.375,1344.0,56.5,7.0625,8,5.0
34.4175,0.1575,4-6,2019,4645.75,1232.0,56.5,7.0625,8,5.0
34.4175,0.1575,4-6,2023,5929.375,1520.0,56.5,7.0625,8,5.0
34.4225,0.1575,0-3,2016,4915.0,1280.0,35.0,4.375,8,1.5
34.4225,0.1575,0-3,2019,5867.75,1600.0,35.0,4.375,8,1.5
34.4225,0.1575,0-3,2023,6326.125,1696.0,35.0,4.375,8,1.5
34.4275,0.1575,0-3,2016,6948.875,1904.0,18.5,2.3125,8,1.5
34.4275,0.1575,0-3,2019,9471.875,2496.0,18.5,2.3125,8,1.5
34.4275,0.1575,0-3,2023,10411.75,2704.0,18.5,2.3125,8,1.5
34.4325,0.1575,0-3,2016,5778.125,1504.0,10.5,1.5,7,1.5
34.4325,0.1575,0-3,2019,9490.625,2624.0,10.5,1.5,7,1.5
34.4325,0.1575,0-3,2023,12183.625,3056.0,10.5,1.5,7,1.5
34.4375,0.1575,0-3,2016,5935.375,1552.0,6.0,1.5,4,1.5
34.4375,0.1575,0-3,2019,8999.375,2272.0,6.0,1.5,4,1.5
34.4375,0.1575,0-3,2023,9605.125,2336.0,6.0,1.5,4,1.5
34.1125,0.1625,0-3,2016,932.5,288.0,7.5,1.5,5,1.5
34.1125,0.1625,0-3,2019,1362.125,400.0,7.5,1.5,5,1.5
34.1125,0.1625,0-3,2023,1604.5,480.0,7.5,1.5,5,1.5
34.1175,0.1625,0-3,2016,3926.75,1072.0,12.0,1.5,8,1.5
34.1175,0.1625,0-3,2019,6628.375,1904.0,12.0,1.5,8,1.5
34.1175,0.1625,0-3,2023,7785.375,2096.0,12.0,1.5,8,1.5
34.1225,0.1625,0-3,2016,8564.875,2128.0,15.5,1.9375,8,1.5
34.1225,0.1625,0-3,2019,10162.75,2640.0,15.5,1.9375,8,1.5
34.1225,0.1625,0-3,2023,13175.125,3328.0,15.5,1.9375,8,1.5
34.1275,0.1625,0-3,2016,2934.75,784.0,15.5,1.9375,8,1.5
34.1275,0.1625,0-3,2019,4416.5,1200.0,15.5,1.9375,8,1.5
34.1275,0.1625,0-3,2023,9912.0,2448.0,15.5,1.9375,8,1.5
34.1325,0.1625,0-3,2016,6111.25,1616.0,15.5,1.9375,8,1.5
34.1325,0.1625,0-3,2019,9283.5,2352.0,15.5,1.9375,8,1.5
34.1325,0.1625,0-3,2023,12439.25,3056.0,15.5,1.9375,8,1.5
34.1375,0.1625,0-3,2016,6047.5,1536.0,18.5,2.3125,8,1.5
34.1375,0.1625,0-3,2019,7589.875,2000.0,18.5,2.3125,8,1.5
34.1375,0.1625,0-3,2023,10084.5,2528.0,18.5,2.3125,8,1.5
34.1425,0.1625,7-9,2016,5382.125,1424.0,15.5,1.9375,8,8.0
34.1425,0.1625,7-9,2019,7749.875,1952.0,15.5,1.9375,8,8.0
34.1425,0.1625,7-9,2023,12015.0,2896.0,15.5,1.9375,8,8.0
34.1475,0.1625,0-3,2016,7198.5,1904.0,32.0,4.0,8,1.5
34.1475,0.1625,0-3,2019,12162.875,3088.0,32.0,4.0,8,1.5
34.1475,0.1625,0-3,2023,15570.875,3888.0,32.0,4.0,8,1.5
34.1525,0.1625,7-9,2016,10085.75,2688.0,44.0,5.5,8,8.0
34.1525,0.1625,7-9,2019,13313.5,3296.0,44.0,5.5,8,8.0
34.1525,0.1625,7-9,2023,18108.75,4176.0,44.0,5.5,8,8.0
34.1575,0.1625,0-3,2016,10283.5,2784.0,75.5,9.4375,8,1.5
34.1575,0.1625,0-3,2019,15704.875,4112.0,75.5,9.4375,8,1.5
34.1575,0.1625,0-3,2023,20348.625,5072.0,75.5,9.4375,8,1.5
34.1625,0.1625,7-9,2016,8760.625,2272.0,65.5,8.1875,8,8.0
34.1625,0.1625,7-9,2019,10236.5,2704.0,65.5,8.1875,8,8.0
34.1625,0.1625,7-9,2023,12565.0,3152.0,65.5,8.1875,8,8.0
34.1675,0.1625,0-3,2016,5136.125,1392.0,65.5,8.1875,8,1.5
34.1675,0.1625,0-3,2019,5839.625,1472.0,65.5,8.1875,8,1.5
34.1675,0.1625,0-3,2023,5661.375,1408.0,65.5,8.1875,8,1.5
34.1725,0.1625,0-3,2016,8591.0,2208.0,43.5,5.4375,8,1.5
34.1725,0.1625,0-3,2019,11306.375,2848.0,43.5,5.4375,8,1.5
34.1725,0.1625,0-3,2023,14432.0,3568.0,43.5,5.4375,8,1.5
34.1775,0.1625,0-3,2016,740.0,208.0,35.5,5.071428571428571,7,1.5
34.1775,0.1625,0-3,2019,1024.375,304.0,35.5,5.071428571428571,7,1.5
34.1775,0.1625,0-3,2023,1520.25,384.0,35.5,5.071428571428571,7,1.5
34.2025,0.1625,0-3,2016,11774.625,3168.0,7.5,1.5,5,1.5
34.2025,0.1625,0-3,2019,11673.875,3024.0,7.5,1.5,5,1.5
34.2025,0.1625,0-3,2023,17057.25,4192.0,7.5,1.5,5,1.5
34.2075,0.1625,0-3,2016,17349.0,4224.0,10.5,1.5,7,1.5
34.2075,0.1625,0-3,2019,17943.25,4416.0,10.5,1.5,7,1.5
34.2075,0.1625,0-3,2023,23993.875,5600.0,10.5,1.5,7,1.5
34.2125,0.1625,0-3,2016,4895.125,1280.0,14.0,2.0,7,1.5
34.2125,0.1625,0-3,2019,3891.625,1056.0,14.0,2.0,7,1.5
34.2125,0.1625,0-3,2023,6717.625,1680.0,14.0,2.0,7,1.5
34.2175,0.1625,0-3,2016,2878.875,720.0,33.5,4.785714285714286,7,1.5
34.2175,0.1625,0-3,2019,2498.0,672.0,33.5,4.785714285714286,7,1.5
34.2175,0.1625,0-3,2023,2604.375,640.0,33.5,4.785714285714286,7,1.5
34.2225,0.1625,7-9,2016,9004.375,2112.0,50.5,6.3125,8,8.0
34.2225,0.1625,7-9,2019,10289.75,2496.0,50.5,6.3125,8,8.0
34.2225,0.1625,7-9,2023,16349.0,3488.0,50.5,6.3125,8,8.0
34.2275,0.1625,13-,2016,8924.375,2256.0,69.5,8.6875,8,20.0
34.2275,0.1625,13-,2019,9651.5,2352.0,69.5,8.6875,8,20.0
34.2275,0.1625,13-,2023,15028.5,3296.0,69.5,8.6875,8,20.0
34.2325,0.1625,7-9,2016,12101.375,3136.0,96.5,12.0625,8,8.0
34.2325,0.1625,7-9,2019,16236.0,4048.0,96.5,12.0625,8,8.0
34.2325,0.1625,7-9,2023,22738.125,5488.0,96.5,12.0625,8,8.0
34.2375,0.1625,13-,2016,24358.125,6192.0,81.5,10.1875,8,20.0
34.2375,0.1625,13-,2019,24320.625,6032.0,81.5,10.1875,8,20.0
34.2375,0.1625,13-,2023,30787.25,7200.0,81.5,10.1875,8,20.0
34.2425,0.1625,10-12,2016,22403.75,5344.0,78.5,9.8125,8,11.0
34.2425,0.1625,10-12,2019,25333.5,5888.0,78.5,9.8125,8,11.0
34.2425,0.1625,10-12,2023,33135.5,7616.0,78.5,9.8125,8,11.0
34.2475,0.1625,7-9,2016,9822.125,2432.0,57.0,7.125,8,8.0
34.2475,0.1625,7-9,2019,11369.375,2848.0,57.0,7.125,8,8.0
34.2475,0.1625,7-9,2023,19705.0,4592.0,57.0,7.125,8,8.0
34.2525,0.1625,4-6,2016,8779.0,2320.0,81.5,10.1875,8,5.0
34.2525,0.1625,4-6,2019,10421.125,2688.0,81.5,10.1875,8,5.0
34.2525,0.1625,4-6,2023,13837.75,3392.0,81.5,10.1875,8,5.0
34.2575,0.1625,13-,2016,15349.5,3872.0,44.0,5.5,8,20.0
34.2575,0.1625,13-,2019,17799.375,4624.0,44.0,5.5,8,20.0
34.2575,0.1625,13-,2023,27696.625,6272.0,44.0,5.5,8,20.0
34.2625,0.1625,0-3,2016,3806.125,1008.0,59.0,7.375,8,1.5
34.2625,0.1625,0-3,2019,4190.75,1088.0,59.0,7.375,8,1.5
34.2625,0.1625,0-3,2023,6528.625,1616.0,59.0,7.375,8,1.5
34.2675,0.1625,0-3,2016,7528.875,2032.0,31.5,3.9375,8,1.5
34.2675,0.1625,0-3,2019,10999.625,2928.0,31.5,3.9375,8,1.5
34.2675,0.1625,0-3,2023,15121.5,3744.0,31.5,3.9375,8,1.5
34.2725,0.1625,10-12,2016,28468.0,6544.0,53.5,6.6875,8,11.0
34.2725,0.1625,10-12,2019,33690.125,7488.0,53.5,6.6875,8,11.0
34.2725,0.1625,10-12,2023,46934.75,9840.0,53.5,6.6875,8,11.0
34.2775,0.1625,10-12,2016,9891.125,2624.0,47.0,5.875,8,11.0
34.2775,0.1625,10-12,2019,11967.0,3152.0,47.0,5.875,8,11.0
34.2775,0.1625,10-12,2023,15857.125,3824.0,47.0,5.875,8,11.0
34.2825,0.1625,0-3,2016,1144.875,336.0,43.5,5.4375,8,1.5
34.2825,0.1625,0-3,2019,2295.5,624.0,43.5,5.4375,8,1.5
34.2825,0.1625,0-3,2023,2618.5,688.0,43.5,5.4375,8,1.5
34.2875,0.1625,0-3,2016,7198.375,1856.0,12.0,1.5,8,1.5
34.2875,0.1625,0-3,2019,10344.875,2688.0,12.0,1.5,8,1.5
34.2875,0.1625,0-3,2023,15922.5,3744.0,12.0,1.5,8,1.5
34.2925,0.1625,0-3,2016,21541.0,5120.0,7.5,1.5,5,1.5
34.2925,0.1625,0-3,2019,26183.25,5984.0,7.5,1.5,5,1.5
34.2925,0.1625,0-3,2023,32062.375,7152.0,7.5,1.5,5,1.5
34.3175,0.1625,0-3,2016,15658.875,3344.0,18.5,3.0833333333333335,6,1.5
34.3175,0.1625,0-3,2019,20710.0,4336.0,18.5,3.0833333333333335,6,1.5
34.3175,0.1625,0-3,2023,23506.625,4848.0,18.5,3.0833333333333335,6,1.5
34.3225,0.1625,0-3,2016,3707.125,976.0,44.0,5.5,8,1.5
34.3225,0.1625,0-3,2019,5656.25,1312.0,44.0,5.5,8,1.5
34.3225,0.1625,0-3,2023,7958.125,1680.0,44.0,5.5,8,1.5
34.3275,0.1625,7-9,2016,9691.375,2528.0,63.0,7.875,8,8.0
34.3275,0.1625,7-9,2019,12991.875,3360.0,63.0,7.875,8,8.0
34.3275,0.1625,7-9,2023,22168.375,5136.0,63.0,7.875,8,8.0
34.3325,0.1625,10-12,2016,3624.0,1024.0,56.0,8.0,7,11.0
34.3325,0.1625,10-12,2019,5201.5,1392.0,56.0,8.0,7,11.0
34.3325,0.1625,10-12,2023,7451.375,1888.0,56.0,8.0,7,11.0
34.3375,0.1625,4-6,2016,10544.25,2784.0,59.0,8.428571428571429,7,5.0
34.3375,0.1625,4-6,2019,13204.625,3328.0,59.0,8.428571428571429,7,5.0
34.3375,0.1625,4-6,2023,20658.625,4784.0,59.0,8.428571428571429,7,5.0
34.3425,0.1625,10-12,2016,14369.0,3824.0,43.5,6.214285714285714,7,11.0
34.3425,0.1625,10-12,2019,16534.75,4304.0,43.5,6.214285714285714,7,11.0
34.3425,0.1625,10-12,2023,17710.75,4464.0,43.5,6.214285714285714,7,11.0
34.3475,0.1625,10-12,2016,6351.5,1712.0,60.5,7.5625,8,11.0
34.3475,0.1625,10-12,2019,8426.25,2320.0,60.5,7.5625,8,11.0
34.3475,0.1625,10-12,2023,8949.0,2288.0,60.5,7.5625,8,11.0
34.3525,0.1625,10-12,2016,17772.5,4240.0,50.5,6.3125,8,11.0
34.3525,0.1625,10-12,2019,21528.5,5104.0,50.5,6.3125,8,11.0
34.3525,0.1625,10-12,2023,26500.0,6096.0,50.5,6.3125,8,11.0
34.3575,0.1625,0-3,2016,13805.75,3568.0,44.0,5.5,8,1.5
34.3575,0.1625,0-3,2019,19282.0,4848.0,44.0,5.5,8,1.5
34.3575,0.1625,0-3,2023,25800.5,6032.0,44.0,5.5,8,1.5
34.3625,0.1625,0-3,2016,12993.0,3136.0,25.0,3.125,8,1.5
34.3625,0.1625,0-3,2019,19332.625,4384.0,25.0,3.125,8,1.5
34.3625,0.1625,0-3,2023,21011.375,4672.0,25.0,3.125,8,1.5
34.3675,0.1625,0-3,2016,15404.375,3584.0,44.0,5.5,8,1.5
34.3675,0.1625,0-3,2019,17142.75,3840.0,44.0,5.5,8,1.5
34.3675,0.1625,0-3,2023,18613.0,4176.0,44.0,5.5,8,1.5
34.3725,0.1625,4-6,2016,21818.625,4816.0,60.0,7.5,8,5.0
34.3725,0.1625,4-6,2019,22014.125,4720.0,60.0,7.5,8,5.0
34.3725,0.1625,4-6,2023,23102.625,4864.0,60.0,7.5,8,5.0
34.3775,0.1625,7-9,2016,16430.5,4128.0,53.5,6.6875,8,8.0
34.3775,0.1625,7-9,2019,23009.125,5600.0,53.5,6.6875,8,8.0
34.3775,0.1625,7-9,2023,27512.25,6112.0,53.5,6.6875,8,8.0
34.3825,0.1625,0-3,2016,11388.625,2896.0,31.5,3.9375,8,1.5
34.3825,0.1625,0-3,2019,15828.875,3760.0,31.5,3.9375,8,1.5
34.3825,0.1625,0-3,2023,20970.0,4576.0,31.5,3.9375,8,1.5
34.3875,0.1625,0-3,2016,13495.375,3488.0,21.5,2.6875,8,1.5
34.3875,0.1625,0-3,2019,17401.25,4480.0,21.5,2.6875,8,1.5
34.3875,0.1625,0-3,2023,18658.375,4768.0,21.5,2.6875,8,1.5
34.3925,0.1625,0-3,2016,7003.375,1936.0,31.5,3.9375,8,1.5
34.3925,0.1625,0-3,2019,7009.125,1872.0,31.5,3.9375,8,1.5
34.3925,0.1625,0-3,2023,9309.125,2240.0,31.5,3.9375,8,1.5
34.3975,0.1625,4-6,2016,5411.375,1264.0,41.0,5.125,8,5.0
34.3975,0.1625,4-6,2019,8766.875,2128.0,41.0,5.125,8,5.0
34.3975,0.1625,4-6,2023,8892.75,2096.0,41.0,5.125,8,5.0
34.4025,0.1625,4-6,2016,4018.75,1072.0,35.0,4.375,8,5.0
34.4025,0.1625,4-6,2019,6977.5,1776.0,35.0,4.375,8,5.0
34.4025,0.1625,4-6,2023,6299.75,1568.0,35.0,4.375,8,5.0
34.4075,0.1625,0-3,2016,5409.625,1344.0,47.0,5.875,8,1.5
34.4075,0.1625,0-3,2019,7181.875,1776.0,47.0,5.875,8,1.5
34.4075,0.1625,0-3,2023,8973.125,1904.0,47.0,5.875,8,1.5
34.4125,0.1625,13-,2016,11273.0,2704.0,29.0,3.625,8,20.0
34.4125,0.1625,13-,2019,13814.75,3360.0,29.0,3.625,8,20.0
34.4125,0.1625,13-,2023,14074.0,3296.0,29.0,3.625,8,20.0
34.4175,0.1625,4-6,2016,8750.875,2304.0,47.0,5.875,8,5.0
34.4175,0.1625,4-6,2019,9440.625,2576.0,47.0,5.875,8,5.0
34.4175,0.1625,4-6,2023,10824.375,2880.0,47.0,5.875,8,5.0
34.4225,0.1625,7-9,2016,11923.375,3296.0,25.5,3.1875,8,8.0
34.4225,0.1625,7-9,2019,15523.75,3952.0,25.5,3.1875,8,8.0
34.4225,0.1625,7-9,2023,14779.375,3792.0,25.5,3.1875,8,8.0
34.4275,0.1625,0-3,2016,9593.875,2592.0,18.5,2.3125,8,1.5
34.4275,0.1625,0-3,2019,13169.625,3424.0,18.5,2.3125,8,1.5
34.4275,0.1625,0-3,2023,14226.125,3696.0,18.5,2.3125,8,1.5
34.4325,0.1625,0-3,2016,14029.125,3184.0,10.5,1.5,7,1.5
34.4325,0.1625,0-3,2019,16640.25,3680.0,10.5,1.5,7,1.5
34.4325,0.1625,0-3,2023,14830.375,3440.0,10.5,1.5,7,1.5
34.4375,0.1625,0-3,2016,14266.125,3216.0,7.5,1.5,5,1.5
34.4375,0.1625,0-3,2019,17199.5,3904.0,7.5,1.5,5,1.5
34.4375,0.1625,0-3,2023,15761.625,3728.0,7.5,1.5,5,1.5
34.1125,0.1675,0-3,2016,1061.5,288.0,6.0,1.5,4,1.5
34.1125,0.1675,0-3,2019,2172.5,592.0,6.0,1.5,4,1.5
34.1125,0.1675,0-3,2023,3405.625,912.0,6.0,1.5,4,1.5
34.1175,0.1675,0-3,2016,3463.25,928.0,10.5,1.5,7,1.5
34.1175,0.1675,0-3,2019,5592.125,1504.0,10.5,1.5,7,1.5
34.1175,0.1675,0-3,2023,5842.125,1584.0,10.5,1.5,7,1.5
34.1225,0.1675,0-3,2016,2879.0,720.0,12.0,1.5,8,1.5
34.1225,0.1675,0-3,2019,5146.5,1328.0,12.0,1.5,8,1.5
34.1225,0.1675,0-3,2023,6273.625,1488.0,12.0,1.5,8,1.5
34.1275,0.1675,0-3,2016,1722.875,448.0,12.0,1.5,8,1.5
34.1275,0.1675,0-3,2019,3218.875,848.0,12.0,1.5,8,1.5
34.1275,0.1675,0-3,2023,3123.375,816.0,12.0,1.5,8,1.5
34.1325,0.1675,0-3,2016,3091.25,832.0,12.0,1.5,8,1.5
34.1325,0.1675,0-3,2019,4608.875,1248.0,12.0,1.5,8,1.5
34.1325,0.1675,0-3,2023,11212.75,2608.0,12.0,1.5,8,1.5
34.1375,0.1675,0-3,2016,2369.5,672.0,18.5,2.3125,8,1.5
34.1375,0.1675,0-3,2019,3820.125,1040.0,18.5,2.3125,8,1.5
34.1375,0.1675,0-3,2023,11206.0,2448.0,18.5,2.3125,8,1.5
34.1425,0.1675,0-3,2016,1516.125,416.0,22.0,2.75,8,1.5
34.1425,0.1675,0-3,2019,2160.875,592.0,22.0,2.75,8,1.5
34.1425,0.1675,0-3,2023,3451.125,928.0,22.0,2.75,8,1.5
34.1475,0.1675,4-6,2016,6047.75,1696.0,25.0,3.125,8,5.0
34.1475,0.1675,4-6,2019,9212.0,2480.0,25.0,3.125,8,5.0
34.1475,0.1675,4-6,2023,13925.875,3280.0,25.0,3.125,8,5.0
34.1525,0.1675,0-3,2016,10546.25,2480.0,38.0,4.75,8,1.5
34.1525,0.1675,0-3,2019,13505.375,3216.0,38.0,4.75,8,1.5
34.1525,0.1675,0-3,2023,18271.625,4240.0,38.0,4.75,8,1.5
34.1575,0.1675,7-9,2016,35904.125,7952.0,71.5,8.9375,8,8.0
34.1575,0.1675,7-9,2019,44317.75,9120.0,71.5,8.9375,8,8.0
34.1575,0.1675,7-9,2023,51303.0,10800.0,71.5,8.9375,8,8.0
34.1625,0.1675,13-,2016,14071.75,3616.0,59.5,7.4375,8,20.0
34.1625,0.1675,13-,2019,18507.25,4688.0,59.5,7.4375,8,20.0
34.1625,0.1675,13-,2023,25460.75,6048.0,59.5,7.4375,8,20.0
34.1675,0.1675,7-9,2016,7445.5,1968.0,77.5,9.6875,8,8.0
34.1675,0.1675,7-9,2019,9698.75,2400.0,77.5,9.6875,8,8.0
34.1675,0.1675,7-9,2023,14658.375,3328.0,77.5,9.6875,8,8.0
34.1725,0.1675,13-,2016,15794.625,4160.0,35.0,4.375,8,20.0
34.1725,0.1675,13-,2019,19062.375,4960.0,35.0,4.375,8,20.0
34.1725,0.1675,13-,2023,22203.375,5392.0,35.0,4.375,8,20.0
34.1775,0.1675,7-9,2016,4560.5,1200.0,39.0,5.571428571428571,7,8.0
34.1775,0.1675,7-9,2019,7184.75,1840.0,39.0,5.571428571428571,7,8.0
34.1775,0.1675,7-9,2023,7529.5,1840.0,39.0,5.571428571428571,7,8.0
34.1825,0.1675,0-3,2019,174.75,48.0,27.0,5.4,5,1.5
34.1825,0.1675,0-3,2023,233.25,64.0,27.0,5.4,5,1.5
34.1925,0.1675,0-3,2016,1003.0,256.0,11.0,3.6666666666666665,3,1.5
34.1925,0.1675,0-3,2019,1486.625,384.0,11.0,3.6666666666666665,3,1.5
34.1925,0.1675,0-3,2023,1605.5,432.0,11.0,3.6666666666666665,3,1.5
34.2025,0.1675,0-3,2016,14261.0,3632.0,9.0,1.5,6,1.5
34.2025,0.1675,0-3,2019,21222.75,4928.0,9.0,1.5,6,1.5
34.2025,0.1675,0-3,2023,30352.75,6896.0,9.0,1.5,6,1.5
34.2075,0.1675,0-3,2016,21184.25,5360.0,12.0,1.5,8,1.5
34.2075,0.1675,0-3,2019,25724.375,6288.0,12.0,1.5,8,1.5
34.2075,0.1675,0-3,2023,33782.625,7792.0,12.0,1.5,8,1.5
34.2125,0.1675,0-3,2016,11127.125,2896.0,25.0,3.125,8,1.5
34.2125,0.1675,0-3,2019,14160.0,3584.0,25.0,3.125,8,1.5
34.2125,0.1675,0-3,2023,19899.5,4736.0,25.0,3.125,8,1.5
34.2175,0.1675,4-6,2016,9765.75,2608.0,53.0,6.625,8,5.0
34.2175,0.1675,4-6,2019,9121.875,2464.0,53.0,6.625,8,5.0
34.2175,0.1675,4-6,2023,14398.25,3504.0,53.0,6.625,8,5.0
34.2225,0.1675,7-9,2016,7593.625,1920.0,75.5,9.4375,8,8.0
34.2225,0.1675,7-9,2019,9497.125,2320.0,75.5,9.4375,8,8.0
34.2225,0.1675,7-9,2023,10862.625,2464.0,75.5,9.4375,8,8.0
34.2275,0.1675,4-6,2016,5721.5,1424.0,100.0,12.5,8,5.0
34.2275,0.1675,4-6,2019,13182.125,2688.0,100.0,12.5,8,5.0
34.2275,0.1675,4-6,2023,14908.75,2800.0,100.0,12.5,8,5.0
34.2325,0.1675,10-12,2016,11600.625,3152.0,109.0,13.625,8,11.0
34.2325,0.1675,10-12,2019,13716.875,3616.0,109.0,13.625,8,11.0
34.2325,0.1675,10-12,2023,21125.875,5264.0,109.0,13.625,8,11.0
34.2375,0.1675,10-12,2016,16751.0,4224.0,93.0,11.625,8,11.0
34.2375,0.1675,10-12,2019,18536.375,4400.0,93.0,11.625,8,11.0
34.2375,0.1675,10-12,2023,24063.125,5728.0,93.0,11.625,8,11.0
34.2425,0.1675,0-3,2016,25459.625,5392.0,90.5,11.3125,8,1.5
34.2425,0.1675,0-3,2019,27722.125,5744.0,90.5,11.3125,8,1.5
34.2425,0.1675,0-3,2023,46741.75,9296.0,90.5,11.3125,8,1.5
34.2475,0.1675,7-9,2016,28057.75,6128.0,47.5,5.9375,8,8.0
34.2475,0.1675,7-9,2019,36839.25,7776.0,47.5,5.9375,8,8.0
34.2475,0.1675,7-9,2023,43304.0,9184.0,47.5,5.9375,8,8.0
34.2525,0.1675,0-3,2016,17706.625,4320.0,66.5,8.3125,8,1.5
